'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Capillus,300mg,'Test kit',99.099099,0.119355,1.751515,103.296573,5.824429,'Trinity Biotech Plc',True,0.058319,2.163862,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,18.590383,23.259323,8.925121,1.676095,'Aurobindo Unit III India',True,2.32576,28.734738,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,20.966197,19.133095,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',True,1.225865,28.955275,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,26.880732,10.220875,2.712464,0.251414,'Aurobindo Unit III India',True,1.723909,31.149964,Adult
'Direct Drop',EXW,Air,9/2/13,Generic,100mg,Capsule,99.099099,1.079036,0.506553,3.344134,0.167609,'Aurobindo Unit III India',True,0.088645,0.483885,Pediatric
'Direct Drop',DDP,Ocean,3/24/11,Generic,600mg,Tablet,29.029029,145.60047,68.402535,3.351565,0.628536,'Aurobindo Unit III India',True,1.519792,87.147335,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,'Chewable/dispersible tablet',59.059059,0.288711,0.45363,11.147112,1.047559,'Aurobindo Unit III India',True,0.044322,0.578587,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,100mg,Capsule,99.099099,0.735486,0.37162,3.596802,0.209512,'Aurobindo Unit III India',False,0.479382,0.618802,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,13.630689,26.469344,13.852145,0.670438,'ABBVIE Ludwigshafen Germany',False,1.519792,24.055451,Adult
'Direct Drop',DDP,Air,3/19/10,Generic,200mg,Tablet,59.059059,61.934071,18.83874,2.169971,0.209512,'Aurobindo Unit III India',True,5.281366,31.361728,Adult
'Direct Drop',EXW,Air,10/10/12,Uni-Gold,300mg,'Test kit',19.019019,0.035484,0.123656,23.780506,6.704379,'Trinity Biotech Plc',True,0.009331,0.13362,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,29.029029,6.222601,2.619352,3.002289,0.544731,'Mylan (formerly Matrix) Nashik',True,0.282264,2.502452,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,8.127446,6.105252,5.358045,0.502828,'Hetero Unit III Hyderabad IN',False,2.176464,10.164184,Adult
'Direct Drop',EXW,Air,9/29/09,Determine,300mg,'Test kit',99.099099,0.01129,0.094086,52.019857,2.933166,'Inverness Japan',True,0.003499,0.142701,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150mg,Tablet,59.059059,16.095213,3.906828,1.731518,0.167609,'Hetero Unit III Hyderabad IN',True,0.748816,4.229131,Adult
'Direct Drop',DDP,Truck,6/5/09,Truvada,300/200mg,'Tablet - FDC',29.029029,0.417743,1.792745,30.498499,5.740624,'Aspen-OSD Port Elizabeth SA',False,1.519792,2.712611,Adult
'Direct Drop',EXW,Air,8/12/11,Uni-Gold,300mg,'Test kit',19.019019,1.406456,4.693556,23.780506,6.704379,'Trinity Biotech Plc',True,0.340583,5.979161,'HIV test'
'Direct Drop',CIP,Air,7/16/09,Generic,200mg,Tablet,59.059059,107.780993,34.69247,2.296305,0.209512,'Hetero Unit III Hyderabad IN',True,4.484729,52.50349,Adult
'Direct Drop',DDP,Truck,8/13/14,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.007784,Pediatric
'Direct Drop',EXW,Air,12/4/14,Uni-Gold,300mg,'Test kit',19.019019,4.191949,13.978517,23.780506,6.704379,'Trinity Biotech Plc',True,0.903944,12.704257,'HIV test'
'Direct Drop',DDP,Truck,6/2/15,Generic,200mg,Tablet,59.059059,0.029032,0.040938,9.527065,0.87995,'Aurobindo Unit III India',False,1.519792,0.032432,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,0.503227,0.326042,4.607473,0.125707,'Aurobindo Unit III India',False,1.931524,0.402157,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,41.192068,12.443904,2.155108,0.209512,'Aurobindo Unit III India',True,2.368916,20.716254,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,2.159684,0.765458,2.526679,0.251414,'Cipla Goa India',False,1.634097,1.273928,Adult
'Direct Drop',EXW,Air,2/23/15,Generic,300/100mg,Tablet,29.029029,19.950064,40.526779,14.491246,2.723654,'Mylan (formerly Matrix) Nashik',True,1.926859,36.831058,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,80.643809,91.313991,8.077941,1.508485,'Aurobindo Unit VII IN',True,26.175885,87.217388,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,3.77098,3.674342,6.948367,0.670438,'Mylan (formerly Matrix) Nashik',False,0.526037,4.53918,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.869358,0.221371,1.813264,0.041902,'Cipla Goa India',False,1.519792,31.149964,Pediatric
'Direct Drop',EXW,Ocean,1/7/15,Generic,600/300/300mg,'Tablet - FDC',29.029029,62.926009,67.188238,7.617193,1.42468,'Hetero Unit III Hyderabad IN',False,20.791878,53.331154,Adult
'Direct Drop',DDP,Truck,10/9/14,Generic,150/300mg,'Tablet - FDC',59.059059,0.040323,0.100457,17.092239,1.59229,'Aurobindo Unit III India',False,1.519792,0.079134,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,104.837435,35.0555,2.385482,0.460926,'Micro labs Verna Goa India',False,8.772339,27.825345,Adult
'Direct Drop',DDP,Truck,6/5/09,Retrovir,300mg,Tablet,59.059059,0.320969,0.526883,11.652448,1.089462,'GSK Ware (UK)',False,1.519792,0.797827,Adult
'Direct Drop',EXW,Air,2/6/12,Uni-Gold,300mg,'Test kit',19.019019,0.256452,0.860216,23.780506,6.704379,'Trinity Biotech Plc',True,0.068816,0.931447,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,54.80179,13.129961,1.709224,0.167609,'Cipla Goa India',True,3.155056,14.21429,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,96.772893,72.580762,5.350614,0.502828,'Strides Bangalore India.',False,8.623043,89.667948,Adult
'Direct Drop',EXW,Air,9/2/13,Generic,50mg,'Chewable/dispersible tablet',29.029029,14.596821,1.900835,0.928926,0.167609,'Aurobindo Unit III India',True,0.670668,1.816191,Pediatric
'Direct Drop',EXW,Air,8/4/11,Determine,300mg,'Test kit',99.099099,1.611296,15.457014,68.368955,3.855018,'Inverness Japan',True,0.465385,19.6927,'HIV test'
'Direct Drop',DDP,Truck,11/4/14,Isentress,400mg,Tablet,59.059059,0.037097,0.341281,62.899438,5.908234,'MSD Haarlem NL',True,1.519792,0.271131,Adult
'Direct Drop',EXW,Air,1/16/12,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.809683,0.783007,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',False,7.163902,0.847123,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,24.192014,22.076649,6.509913,0.628536,'Aurobindo Unit III India',True,1.213035,36.751924,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,89.089089,1.398392,1.356252,6.91121,0.419024,'Strides Bangalore India.',True,0.201784,1.076742,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.530647,0.911493,12.217235,1.131364,'Mylan (formerly Matrix) Nashik',True,0.100309,1.517817,Adult
'Direct Drop',DDP,Truck,4/28/15,Generic,200mg,Tablet,59.059059,0.014516,0.029817,13.190749,1.257071,'Aurobindo Unit III India',False,1.519792,0.023351,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,161.28923,176.747597,7.817841,1.466583,'Hetero Unit III Hyderabad IN',True,17.242586,168.817556,Adult
'Direct Drop',EXW,Air,4/2/09,Uni-Gold,300mg,'Test kit',19.019019,11.288746,37.634469,23.780506,6.704379,'Trinity Biotech Plc',True,2.774816,56.955752,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,79.716386,35.042647,3.136054,0.586633,'Aurobindo Unit III India',True,4.939617,44.645869,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,15.80489,5.252361,2.370619,0.460926,'Strides Bangalore India.',True,0.725488,4.773988,Adult
'Direct Drop',EXW,Air,7/10/13,Determine,300mg,'Test kit',99.099099,4.754854,44.096341,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.390324,42.117471,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,1.611296,0.861897,3.812312,0.71234,'Aurobindo Unit III India',True,0.110806,1.434791,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.425818,0.749749,1.560596,0.041902,'Cipla Goa India',True,0.928438,0.716098,Pediatric
'Direct Drop',EXW,Air,8/5/13,Multispot,300mg,'Test kit',49.049049,0.048387,6.510427,928.926013,104.755919,'Bio-Rad Laboratories',True,0.050154,6.21786,'HIV test'
'Direct Drop',EXW,Air,12/29/06,Capillus,300mg,'Test kit',99.099099,0.095162,1.764116,130.049642,7.332914,'Trinity Biotech Plc',True,0.045489,31.149964,'HIV test'
'Direct Drop',DDP,Air,3/27/09,Zerit,15mg,Capsule,59.059059,2.901622,1.194558,2.935406,0.293317,'BMS Meymac France',False,1.519792,1.808407,Adult
'Direct Drop',EXW,Air,3/6/13,Generic,50mg,Capsule,29.029029,0.103226,0.021841,1.486282,0.293317,'Micro labs Verna Goa India',True,0.004666,0.020756,Pediatric
'Direct Drop',EXW,Air,12/10/07,Generic,300mg,'Test kit - Ancillary',99.099099,2.41775,0.00252,0.007431,0.0,'Inverness Japan',True,0.115472,0.002595,'HIV test - Ancillary'
'Direct Drop',DDP,Truck,8/29/14,Aluvia,200/50mg,Tablet,119.119119,0.13871,0.37653,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',False,1.519792,0.359346,Adult
'Direct Drop',EXW,Air,12/8/14,Generic,300mg,Tablet,59.059059,1.288714,1.505379,8.323177,0.796145,'Hetero Unit III Hyderabad IN',False,1.11156,1.194794,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,2.925816,0.81114,1.976755,0.167609,'Aurobindo Unit III India',False,0.582023,1.350468,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,48.382414,41.630356,6.138343,0.586633,'Aurobindo Unit III India',True,3.818726,53.037969,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,40.121097,47.896408,8.516394,0.796145,'Mylan (formerly Matrix) Nashik',True,2.73516,45.747259,Adult
'Direct Drop',DDP,Truck,6/25/14,Generic,150/300mg,'Tablet - FDC',59.059059,0.027419,0.094331,23.178562,2.178923,'Aurobindo Unit III India',False,1.519792,0.075242,Adult
'Direct Drop',CIP,Air,11/21/12,Determine,300mg,'Test kit',99.099099,9.667773,89.643122,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.519792,97.041684,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,12.067781,2.539598,1.501144,0.041902,'Aurobindo Unit III India',False,9.201567,4.227833,Pediatric
'Direct Drop',DDP,Truck,8/27/14,Generic,200/300mg,'Tablet - FDC',29.029029,0.024194,0.090655,25.058708,4.693065,'Aurobindo Unit III India',False,1.519792,0.086918,Adult
'Direct Drop',EXW,Air,10/10/13,Generic,600/300/300mg,'Tablet - FDC',29.029029,39.017868,42.677488,7.802979,1.466583,'Hetero Unit III Hyderabad IN',True,3.948194,40.763112,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,1.60807,4.401469,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',False,0.746483,6.661529,Adult
'Direct Drop',EXW,Air,7/1/10,Generic,300mg,Tablet,59.059059,0.269356,0.204637,5.387771,0.502828,'Aurobindo Unit III India',False,2.275606,0.341184,Adult
'Direct Drop',FCA,Air,1/11/10,Aluvia,200/50mg,Tablet,119.119119,2.93388,25.135121,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,0.519039,41.843745,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,112.901977,63.272952,3.998098,0.377121,'Strides Bangalore India.',True,6.011519,80.611641,Adult
'Direct Drop',DDP,Truck,4/28/15,Generic,20mg/ml,'Oral solution',239.239239,0.024194,0.065887,18.214381,0.419024,'Aurobindo Unit III India',False,1.519792,0.051891,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,86.363182,66.572755,5.499242,0.502828,'Cipla Goa India',True,6.376596,82.244916,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,57.309862,25.790122,3.210368,0.293317,'Strides Bangalore India.',True,8.927468,24.63274,Adult
'Direct Drop',DDP,Truck,8/13/13,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.007784,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,0.056452,0.036774,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',False,0.145797,0.040216,Adult
'Direct Drop',DDP,Truck,8/28/14,Generic,20mg/ml,'Oral solution',239.239239,0.095162,0.24708,18.214381,0.419024,'Aurobindo Unit III India',False,1.519792,0.195889,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,44.275949,59.774613,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',False,3.604112,64.708294,Adult
'Direct Drop',EXW,Air,8/24/11,Determine,300mg,'Test kit',99.099099,11.953264,96.759632,57.742041,3.268385,'Inverness Japan',True,2.445897,123.275267,'HIV test'
'Direct Drop',EXW,Air,1/24/12,Generic,200/300mg,'Tablet - FDC',29.029029,161.28923,123.488102,5.462085,1.005657,'Aurobindo Unit III India',True,10.952302,133.680745,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Uni-Gold,300mg,'Test kit',19.019019,0.269356,0.903227,23.780506,6.704379,'Trinity Biotech Plc',True,0.065317,1.11566,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,0.966132,0.196573,1.449125,0.041902,'Aurobindo Unit III India',True,0.278765,0.250375,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,104.837435,46.085424,3.136054,0.586633,'Aurobindo Unit III India',False,1.519792,58.714863,Adult
'Direct Drop',EXW,Air,11/15/06,Generic,150/300mg,'Tablet - FDC',59.059059,40.482389,46.387844,8.174549,0.754243,'Cipla Goa India',True,3.003427,31.149964,Adult
'Direct Drop',EXW,Air,7/18/11,Bioline,300mg,'Test kit',24.024024,16.127471,33.602205,14.862816,3.352189,'Standard Diagnostics Korea',True,3.888709,42.810218,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,14.24682,3.354313,1.679498,0.167609,'Aurobindo Unit III India',True,1.866207,3.20428,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,5.274211,9.320606,12.603668,0.377121,'MSD Haarlem NL',True,1.088232,14.105318,Pediatric
'Direct Drop',EXW,Air,7/31/08,Determine,300mg,'Test kit',99.099099,7.256475,54.428011,53.498707,3.01697,'Inverness Japan',True,1.228197,82.370752,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,152.677912,152.679279,7.134152,1.340876,'Mylan (formerly Matrix) Nashik',False,25.273108,138.755702,Adult
'Direct Drop',EXW,Air,7/7/11,Generic,300mg,Tablet,59.059059,0.656454,0.993268,10.76811,1.005657,'Mylan (formerly Matrix) Nashik',True,0.048988,1.264847,Adult
'Direct Drop',FCA,Air,2/15/11,Aluvia,200/50mg,Tablet,119.119119,4.853241,41.569623,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,0.881783,52.961429,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,10mg/ml,'Oral solution',239.239239,0.017742,0.016122,5.945126,0.125707,'Aurobindo Unit III India',False,1.519792,0.015567,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,16.127471,44.858943,19.84186,0.921852,'Mylan (formerly Matrix) Nashik',False,7.755256,48.561058,Adult
'Direct Drop',EXW,Air,7/31/14,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.022584,0.202705,1.411968,0.125707,'Cipla Goa India',True,0.068816,0.160863,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,274.168626,279.881668,7.28278,1.382778,'Mylan (formerly Matrix) Nashik',True,22.154209,356.577985,Adult
'Direct Drop',DDP,Truck,11/4/14,Prezista,600mg,Tablet,59.059059,0.022581,0.164394,48.475075,4.567358,'Janssen-Cilag Latina IT',False,1.519792,0.131025,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,78.306704,91.522698,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,18.270166,152.36027,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,23.656528,5.17521,1.560596,0.041902,'Aurobindo Unit III India',True,6.427917,6.392993,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,51.437263,13.449101,1.865283,0.167609,'Hetero Unit III Hyderabad IN',False,25.519214,17.134466,Adult
'Direct Drop',EXW,Air,11/19/14,Determine,300mg,'Test kit',99.099099,0.240323,2.016132,59.451265,3.352189,'Alere Medical Co. Ltd.',True,0.076981,1.600843,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,41.469489,33.349624,5.737047,0.544731,'Aurobindo Unit III India',False,8.941464,36.101987,Adult
'Direct Drop',CIP,Air,7/17/07,Videx,50mg,'Chewable/dispersible tablet',59.059059,0.291936,0.290491,7.059838,0.670438,'BMS Meymac France',True,0.046655,0.359346,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,193.86998,402.282907,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',True,15.421868,669.693219,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,6.579053,17.993981,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',False,8.154158,29.955477,Adult
'Direct Drop',DDP,Truck,11/4/14,Generic,250mg,'Delayed-release capsules',29.029029,0.008065,0.01537,11.332897,2.137021,'Aurobindo Unit III India',False,1.519792,0.011676,Adult
'Direct Drop',DDP,Truck,12/2/13,Epivir,150mg,Tablet,59.059059,2.064523,2.47455,8.546119,0.796145,'GSK Cape Town Factory (South Africa)',False,1.519792,2.363643,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,34.530757,22.481975,4.64463,0.419024,'Hetero Unit III Hyderabad IN',False,3.6531,21.473865,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Bioline,300mg,'Test kit',24.024024,4.333885,9.032273,14.862816,3.352189,'Standard Diagnostics Korea',True,1.125556,11.159197,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,0.540324,0.268146,3.529919,0.670438,'Aurobindo Unit III India',True,0.034991,0.446264,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,64.514724,16.397876,1.813264,0.167609,'Aurobindo Unit III India',True,4.398417,17.751971,Adult
'Direct Drop',DDP,Truck,5/11/15,Generic,20mg/ml,'Oral solution',239.239239,0.020968,0.04166,13.161024,0.293317,'Aurobindo Unit III India',False,1.519792,0.032432,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,109.79229,109.793725,7.134152,1.340876,'Hetero Unit III Hyderabad IN',True,10.262972,87.149929,Adult
'Direct Drop',EXW,Air,9/15/11,Determine,300mg,'Test kit',99.099099,0.159678,1.2122,53.617609,3.01697,'Inverness Japan',True,0.020995,1.543762,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Invirase,200mg,Capsule,269.269269,0.533873,4.386512,58.440593,1.215169,'Roche Basel',False,0.491046,5.418736,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.725809,0.23035,2.259148,0.209512,'Aurobindo Unit III India',False,0.521372,0.284104,Adult
'Direct Drop',EXW,Air,9/14/09,Prezista,300mg,Tablet,119.119119,0.179033,1.693551,66.882673,3.142678,'Aspen-OSD Port Elizabeth SA',True,0.018662,2.563424,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,48.38564,15.322605,2.259148,0.209512,'Aurobindo Unit III India',False,1.844046,18.9299,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,20.072645,8.615189,3.06174,0.586633,'Strides Bangalore India.',False,4.027508,9.326141,Adult
'Direct Drop',EXW,Air,4/30/14,Generic,300mg,Tablet,59.059059,0.804841,0.961863,8.508962,0.796145,'Hetero Unit III Hyderabad IN',False,2.554371,0.764098,Adult
'Direct Drop',EXW,Air,2/12/14,Determine,300mg,'Test kit',99.099099,11.664554,97.217899,59.451265,3.352189,'Alere Medical Co. Ltd.',True,3.420991,77.167365,'HIV test'
'Direct Drop',EXW,Air,9/4/13,Determine,300mg,'Test kit',99.099099,0.417743,3.494629,59.451265,3.352189,'Alere Medical Co. Ltd.',True,0.127135,3.3379,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,1.454843,0.235157,1.151868,0.125707,'Aurobindo Unit III India',False,1.04041,0.290591,Adult
'Direct Drop',FCA,Air,2/14/14,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.430647,1.387731,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',True,0.304425,1.10139,Pediatric
'Direct Drop',EXW,Air,9/2/10,Determine,300mg,'Test kit',99.099099,0.417743,3.887775,66.139532,3.729311,'Inverness Japan',True,0.138799,6.472127,'HIV test'
'Direct Drop',CIP,Air,7/16/09,Generic,300mg,Tablet,59.059059,0.687099,1.386748,14.364912,1.340876,'Aurobindo Unit III India',True,0.072316,2.098998,Adult
'Direct Drop',EXW,Air,6/25/15,OraQuick,300mg,'Test kit',99.099099,0.03871,1.470096,260.099284,14.665829,'Pacific Biotech Thailand',True,1.519792,1.336198,'HIV test'
'Direct Drop',EXW,Air,4/29/10,Generic,250mg,'Delayed-release capsules',29.029029,4.191949,5.678773,9.660831,1.801802,'Aurobindo Unit III India',True,0.275266,9.453275,Adult
'Direct Drop',DDP,Truck,3/9/15,Generic,10mg/ml,'Oral solution',239.239239,0.004839,0.003473,3.842038,0.083805,'Aurobindo Unit III India',False,1.519792,0.002595,Pediatric
'Direct Drop',EXW,Air,10/30/14,Generic,150mg,Tablet,59.059059,15.159726,2.842747,1.337653,0.125707,'Hetero Unit III Hyderabad IN',True,1.201371,2.582883,Adult
'Direct Drop',EXW,Air,2/18/09,'First Response',300mg,'Test kit',29.029029,6.308085,14.78833,16.720668,3.142678,'Premier Med. Corp Ltd. India',True,1.539621,22.380663,'HIV test'
'Direct Drop',EXW,Air,8/9/12,Generic,600mg,Tablet,29.029029,162.879558,57.686988,2.526679,0.460926,'Hetero Unit III Hyderabad IN',True,12.339127,62.448433,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,150mg,Tablet,59.059059,0.237098,0.244874,7.319937,0.670438,'Hetero Unit III Hyderabad IN',False,1.519792,0.23351,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,59.059059,265.157307,69.327897,1.865283,0.167609,'Hetero Unit III Hyderabad IN',True,11.649797,88.325264,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.508066,0.102467,1.434262,0.041902,'Aurobindo Unit III India',False,0.479382,0.169944,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Crixivan,400mg,Capsule,179.179179,0.595163,3.065932,36.651705,1.131364,'MSD Elkton USA',False,0.429228,31.149964,Adult
'Direct Drop',EXW,Air,11/3/08,Generic,200mg,Tablet,59.059059,9.675838,2.923392,2.155108,0.209512,'Aurobindo Unit III India',True,0.677666,4.423723,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,39.888838,32.078519,5.737047,0.544731,'Hetero Unit III Hyderabad IN',True,2.499551,34.726871,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/50mg,Tablet,119.119119,80.643809,182.964005,16.185607,0.754243,'Aurobindo Unit III India',False,19.100628,174.755203,Adult
'Direct Drop',EXW,Air,3/19/12,Uni-Gold,300mg,'Test kit',19.019019,12.0952,40.322646,23.780506,6.704379,'Trinity Biotech Plc',True,2.858796,51.372262,'HIV test'
'Direct Drop',DDP,Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,1.496779,0.5697,2.712464,0.083805,'Aurobindo Unit III India',False,1.519792,0.862691,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.15,0.649094,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.031492,0.801719,Adult
'Direct Drop',CIP,Air,1/29/10,Norvir,100mg,Capsule,83.083083,0.514518,0.556453,7.691507,0.502828,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.926257,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,4.111304,1.936495,3.358996,0.628536,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',False,0.450222,2.467425,Adult
