'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,84.64866,19.928053,1.679498,0.167609,'Hetero Unit III Hyderabad IN',True,4.469566,19.033683,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,40.127549,14.212389,2.526679,0.251414,'Strides Bangalore India.',True,1.634097,23.659781,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.037097,4e-05,0.007431,0.0,'Aurobindo Unit III India',False,1.519792,0.0,Pediatric
'Direct Drop',EXW,Air,7/31/14,Generic,150mg,Tablet,59.059059,6.408085,1.148402,1.278202,0.125707,'Micro labs Verna Goa India',True,0.243773,0.911987,Adult
'Direct Drop',DDP,Truck,5/11/15,Generic,200mg,Capsule,89.089089,0.017742,0.034363,12.663119,0.796145,'Aurobindo Unit III India',False,1.519792,0.027243,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,28.314607,17.933577,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',True,1.601439,22.847684,Adult
'Direct Drop',EXW,Air,6/12/12,Generic,200mg,Tablet,59.059059,65.901825,16.063937,1.738949,0.167609,'Hetero Unit III Hyderabad IN',True,15.098781,17.39003,Adult
'Direct Drop',EXW,Ocean,12/31/14,Generic,600/300/300mg,'Tablet - FDC',29.029029,41.950135,45.884651,7.802979,1.466583,'Aurobindo Unit VII IN',True,4.221127,36.421118,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,161.28923,36.626403,1.620047,0.167609,'Micro labs Verna Goa India',True,75.719015,29.07203,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,24.192014,17.263133,5.090515,0.963754,'Aurobindo Unit III India',True,1.845212,26.125909,Adult
'Direct Drop',EXW,Air,2/20/15,Determine,300mg,'Test kit',99.099099,0.320969,2.990596,66.139532,3.729311,'Alere Medical Co. Ltd.',False,1.519792,2.7178,'HIV test'
'Direct Drop',FCA,Air,6/23/09,Norvir,100mg,Capsule,335.335335,0.256452,1.031184,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',True,0.379073,1.560627,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,5.106468,1.28766,1.798401,0.167609,'Mylan (formerly Matrix) Nashik',True,0.903944,1.394575,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,22.662976,17.470593,5.499242,0.502828,'Cipla Goa India',True,1.656259,21.584134,Adult
'Direct Drop',FCA,Air,4/29/14,Reyataz,150mg,Capsule,59.059059,0.333872,1.182932,25.155316,2.346533,'BMS Evansville US',True,0.018662,0.93923,Pediatric
'Direct Drop',EXW,Air,9/19/14,Determine,300mg,'Test kit',99.099099,10.127452,84.408738,59.451265,3.352189,'Alere Medical Co. Ltd.',True,2.971935,67.000586,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,20mg/ml,'Oral solution',239.239239,0.933874,1.21808,9.28926,0.209512,'Aurobindo Unit III India',True,0.249605,1.318036,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,4.130658,2.612797,4.510865,0.838047,'Aurobindo Unit III India',True,0.279931,2.495965,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.111291,0.199463,12.603668,0.377121,'MSD Haarlem NL',True,0.034991,0.246483,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,54.272756,31.546926,4.146726,0.377121,'Aurobindo Unit III India',True,8.052683,30.131907,Adult
'Direct Drop',DDP,Truck,8/24/15,Generic,200mg,Capsule,89.089089,0.053226,0.104249,13.56232,0.838047,'Aurobindo Unit III India',False,1.519792,0.083026,Pediatric
'Direct Drop',EXW,Air,8/14/12,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,16.946829,7.326658,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',True,0.790805,7.931566,Pediatric
'Direct Drop',DDP,Truck,8/28/14,Generic,200mg,Tablet,59.059059,0.041936,0.080506,13.190749,1.257071,'Aurobindo Unit III India',False,1.519792,0.063567,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,20.267807,25.970153,9.140632,1.717997,'Aurobindo Unit VII IN',True,1.728574,24.805278,Adult
'Direct Drop',EXW,Air,5/2/11,Determine,300mg,'Test kit',99.099099,0.608066,5.652227,66.139532,3.729311,'Inverness Japan',True,0.209948,7.201198,'HIV test'
'Direct Drop',DDP,Truck,'N/A - From RDC','Videx EC',250mg,'Delayed-release capsules - blister',29.029029,0.095162,0.184174,13.577183,2.556044,'BMS Meymac France',False,1.519792,0.227024,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,89.089089,16.988764,16.459402,6.91121,0.419024,'Strides Bangalore India.',True,0.002333,13.0649,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,116.664892,41.319321,2.526679,0.251414,'Hetero Unit III Hyderabad IN',True,5.781742,51.046645,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,0.045161,0.054667,8.33804,0.796145,'Aurobindo Unit III India',False,5.988192,0.083026,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,3.385495,0.79738,1.679498,0.167609,'Hetero Unit III Hyderabad IN',False,103.528997,0.633072,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,26.732344,24.394697,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',True,7.981534,36.919273,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Retrovir,10mg/ml,'Oral solution',199.199199,0.240323,0.159526,4.704081,0.125707,'GSK Mississauga (Canada)',False,1.519792,0.241294,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,80.643809,28.561874,2.526679,0.251414,'Hetero Unit III Hyderabad IN',True,3.23437,43.225348,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,9.675838,1.98589,1.463987,0.041902,'Aurobindo Unit III India',False,10.786676,2.453155,Pediatric
'Direct Drop',EXW,Air,11/13/13,Determine,300mg,'Test kit',99.099099,8.227446,68.575379,59.451265,3.352189,'Alere Medical Co. Ltd.',True,4.132482,54.432544,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Genie,300mg,'Test kit',39.039039,0.603228,4.788314,56.478702,7.96145,'Bio-Rad Laboratories',True,0.479382,5.915594,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,96.772893,151.613148,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',True,7.932546,164.126594,Adult
'Direct Drop',DDP,Ocean,9/24/10,Generic,150mg,Tablet,59.059059,380.852841,94.023292,1.761244,0.167609,'Aurobindo Unit III India',True,13.899743,156.523239,Adult
'Direct Drop',EXW,Air,1/22/14,Clearview,300mg,'Test kit',24.024024,0.246775,2.458001,70.598377,15.9229,'Chembio Diagnostics Sys. Inc.',True,0.101475,1.951108,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,8.062929,24.932836,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',False,1.552451,26.991194,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,3.498398,1.13021,2.303737,0.209512,'Aurobindo Unit III India',False,1.373995,31.149964,Adult
'Direct Drop',EXW,Air,8/20/14,Generic,200mg,'Delayed-release capsules',29.029029,0.885487,1.016467,8.174549,1.550388,'Aurobindo Unit III India',True,0.062984,0.806908,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',29.029029,9.675838,4.032265,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',True,0.28343,3.851622,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Clearview,300mg,'Test kit',24.024024,0.320969,2.520165,55.735561,12.57071,'Inverness USA',True,0.142298,3.11347,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,56.0776,51.172199,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,4.8708,85.188443,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,57.950187,63.505412,7.817841,1.466583,'Hetero Unit III Hyderabad IN',True,5.611451,60.65689,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,32.256556,13.071258,2.890818,0.251414,'Mylan (formerly Matrix) Nashik',True,0.136466,12.485016,Pediatric
'Direct Drop',DDP,Truck,5/11/15,Generic,150/300mg,'Tablet - FDC',59.059059,0.003226,0.010791,15.910645,1.508485,'Aurobindo Unit III India',False,1.519792,0.009081,Adult
'Direct Drop',EXW,Air,8/19/14,Generic,600/200/300mg,'Tablet - FDC',29.029029,58.063091,63.508167,7.802979,1.466583,'Mylan  H-12 & H-13 India',True,4.864968,50.409681,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Retrovir,300mg,Tablet,59.059059,1.288714,1.655917,9.155495,0.87995,'GSK Aranda',False,1.519792,2.506344,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,5.417759,11.245179,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',True,0.719656,14.327153,Adult
'Direct Drop',EXW,Air,11/9/09,Generic,150/300/200mg,'Tablet - FDC',59.059059,26.611376,30.909828,8.28602,0.796145,'Aurobindo Unit III India',True,4.434574,46.778596,Adult
'Direct Drop',EXW,Air,10/7/09,Coartem,20/120mg,'Tablet - FDC + blister',539.53954,0.046774,0.202873,29.911418,0.293317,'Novartis Pharma AG Switzerland',True,1.510461,0.307455,ACT
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,72.045394,33.396736,3.306977,0.628536,'Mylan (formerly Matrix) Nashik',False,5.515808,55.596204,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,4.798403,0.960002,1.42683,0.041902,'Aurobindo Unit III India',True,0.243773,1.452953,Pediatric
'Direct Drop',EXW,Air,12/12/12,Uni-Gold,300mg,'Test kit',19.019019,13.643592,45.483944,23.780506,6.704379,'Trinity Biotech Plc',True,3.230871,43.443291,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,13.883916,6.957217,3.574507,0.670438,'Cipla Kurkumbh India',True,1.018249,6.644665,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,13.974239,28.999845,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',False,0.009331,36.946516,Adult
'Direct Drop',EXW,Ocean,1/7/15,Generic,300mg,Tablet,29.029029,0.540324,0.200404,2.63815,0.502828,'Hetero Unit III Hyderabad IN',False,20.791878,0.159565,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,32.256556,70.56463,15.605957,0.754243,'Aurobindo Unit III India',True,6.570215,67.398851,Adult
'Direct Drop',CIP,Air,3/30/09,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.138105,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.208862,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,0.70968,0.870591,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',True,0.04199,1.318036,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,51.675973,60.398081,8.33804,0.796145,'Aurobindo Unit III India',True,4.91279,100.546933,Adult
'Direct Drop',FCA,Air,1/20/10,Viracept,50mg/g,'Oral powder',143.143143,0.237098,0.912216,27.265836,1.047559,'Roche Basel',True,0.031492,1.519114,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,125.937503,79.761311,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',False,24.567448,101.618486,Adult
'Direct Drop',DDP,Truck,'N/A - From RDC',Viread,300mg,Tablet,29.029029,0.48226,1.189518,17.538123,3.310287,'Aspen-OSD Port Elizabeth SA',True,1.519792,1.469817,Adult
'Direct Drop',EXW,Air,10/14/10,Generic,300mg,Tablet,29.029029,8.398414,5.90626,5.0162,0.921852,'Mylan (formerly Matrix) Nashik',False,0.417564,9.83208,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,10.308098,4.660841,3.225231,0.586633,'Mylan (formerly Matrix) Nashik',False,2.451729,7.759028,Adult
'Direct Drop',EXW,Ocean,10/31/12,Generic,600/300/300mg,'Tablet - FDC',29.029029,306.450989,366.784866,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',True,25.034,350.32899,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,8.559705,3.397768,2.831366,0.544731,'Strides Bangalore India.',False,3.927199,3.677787,Adult
'Direct Drop',EXW,Air,9/19/11,Uni-Gold,300mg,'Test kit',19.019019,5.869374,19.569924,23.780506,6.704379,'Trinity Biotech Plc',True,1.414818,24.932412,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Determine,300mg,'Test kit',99.099099,8.062929,67.196009,59.443833,3.352189,'Inverness Japan',False,1.519792,101.693728,'HIV test'
'Direct Drop',EXW,Air,11/13/09,Uni-Gold,300mg,'Test kit - Ancillary',1.001001,0.022581,0.078125,23.037365,64.94867,'Trinity Biotech Plc',True,0.001166,0.129728,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,15mg,Capsule,59.059059,5.300017,1.297793,1.746381,0.167609,'Aurobindo Unit III India',False,0.180789,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,54.19211,23.822619,3.136054,0.586633,'Strides Bangalore India.',True,2.387579,30.351148,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,40.224323,17.808328,3.158348,0.293317,'Mylan (formerly Matrix) Nashik',True,1.698248,29.646725,Pediatric
'Direct Drop',EXW,Air,8/27/14,Uni-Gold,300mg,'Test kit',19.019019,0.116129,0.392474,23.780506,6.704379,'Trinity Biotech Plc',False,0.593687,0.311347,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,3.36614,1.403228,2.972563,0.293317,'Aurobindo Unit III India',True,0.118971,1.114363,Pediatric
'Direct Drop',EXW,Air,9/16/10,Stat-Pak,300mg,'Test kit - Ancillary',0.0,1.062907,0.277218,1.857852,10.475592,'Chembio Diagnostics Sys. Inc.',True,1.519792,0.461831,'HIV test - Ancillary'
'Direct Drop',DDP,Truck,10/3/14,Generic,300mg,Tablet,59.059059,0.012903,0.10432,51.269285,4.818772,'Aurobindo Unit III India',True,1.519792,0.083026,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,63.405043,29.39158,3.306977,0.628536,'Strides Bangalore India.',True,8.427091,48.929485,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,5.611308,1.321373,1.679498,0.167609,'Cipla Goa India',True,0.494545,1.262253,Adult
'Direct Drop',DDP,Truck,2/12/15,Generic,400mg,'Delayed-release capsules',29.029029,0.008065,0.014331,10.567462,1.969411,'Aurobindo Unit III India',False,1.519792,0.011676,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,6.893571,1.752523,1.813264,0.167609,'Aurobindo Unit III India',False,0.767478,2.651639,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,72.579266,84.828766,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',False,14.267152,108.073748,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,200mg,Tablet,59.059059,0.033871,0.072883,14.654737,1.382778,'Aurobindo Unit III India',False,1.519792,0.070053,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.014516,0.003343,1.47885,0.041902,'Aurobindo Unit III India',True,0.082813,0.002595,Pediatric
'Direct Drop',EXW,Air,3/24/10,Generic,150/300mg,'Tablet - FDC',59.059059,17.746831,15.807183,6.353854,0.586633,'Aurobindo Unit III India',True,1.251525,26.315312,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,4.445176,0.972733,1.560596,0.041902,'Aurobindo Unit III India',True,1.210702,1.472412,Pediatric
'Direct Drop',EXW,Air,5/6/14,Uni-Gold,300mg,'Test kit',19.019019,0.269356,0.903227,23.780506,6.704379,'Trinity Biotech Plc',True,0.064151,0.717395,'HIV test'
'Direct Drop',EXW,Air,5/21/14,Generic,200mg,Tablet,59.059059,63.11472,14.792867,1.672067,0.167609,'Aurobindo Unit III India',True,4.639857,11.741675,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,0.272582,0.055696,1.449125,0.041902,'Aurobindo Unit III India',False,6.13049,0.059675,Pediatric
'Direct Drop',EXW,Air,8/13/12,Determine,300mg,'Test kit',99.099099,4.570982,42.391701,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.576945,45.891257,'HIV test'
'Direct Drop',DDP,Ocean,9/21/10,Generic,300mg,Tablet,29.029029,20.517808,15.026177,5.22428,0.963754,'Cipla Goa India',True,1.020582,25.01414,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200mg,Tablet,59.059059,79.506708,19.131659,1.716655,0.167609,'Aurobindo Unit III India',True,14.033876,20.711065,Adult
'Direct Drop',EXW,Air,9/7/11,Uni-Gold,300mg,'Test kit',19.019019,0.061291,0.209678,23.780506,6.704379,'Trinity Biotech Plc',True,0.015163,0.26724,'HIV test'
'Direct Drop',EXW,Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,32.256556,56.787726,12.55908,1.173266,'Aurobindo Unit III India',False,8.852819,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.540334,1.383571,2.786778,0.251414,'Strides Bangalore India.',True,0.114305,1.098796,Pediatric
'Direct Drop',DDP,Truck,6/5/09,Generic,200mg,Capsule,89.089089,0.224194,0.59486,18.794031,1.173266,'Aurobindo Unit III India',False,1.519792,0.900312,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,5.811309,2.876181,3.529919,0.670438,'Aurobindo Unit III India',True,0.582023,4.788258,Adult
'Direct Drop',EXW,Air,2/29/08,Determine,300mg,'Test kit',99.099099,6.933893,52.008988,53.498707,3.01697,'Inverness Japan',True,1.141885,64.252949,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.780657,0.748573,1.411968,0.041902,'Cipla Goa India',False,1.066071,1.132525,Pediatric
'Direct Drop',DDP,Truck,10/15/09,Retrovir,300mg,Tablet,59.059059,0.48226,0.810883,11.957136,1.131364,'GSK Ware (UK)',False,1.519792,1.227226,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Norvir,100mg,Capsule,335.335335,0.251614,1.01185,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',True,0.63801,1.250577,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,1.61936,0.393423,1.731518,0.167609,'Macleods Daman Plant INDIA',True,0.63451,0.425508,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,161.219875,188.42731,8.33804,0.796145,'Aurobindo Unit III India',False,19.975413,313.680849,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,2.41775,0.491432,1.449125,0.041902,'Aurobindo Unit III India',False,1.04391,0.531885,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,6.450021,8.07125,8.925121,1.676095,'Aurobindo Unit III India',False,10.320124,12.215182,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,1.275811,0.825001,4.607473,0.125707,'Aurobindo Unit III India',True,0.317255,1.019662,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Capsule,89.089089,0.435485,0.77175,12.596237,0.796145,'Aurobindo Unit III India',False,10.504412,0.9535,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,53.721141,22.104639,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',True,3.269361,17.545703,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,0.0,0.001297,5.737047,0.544731,'Cipla Goa India',False,55.62813,0.001297,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Viread,300mg,Tablet,29.029029,0.617744,1.096776,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',False,1.060239,31.149964,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,290.321904,296.673866,7.290211,0.670438,'Aurobindo Unit III India',True,26.938697,321.160961,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,3.353237,1.394357,2.965132,0.293317,'Ranbaxy Paonta Shahib India',True,0.101475,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.982268,1.165576,2.786778,0.251414,'Strides Bangalore India.',False,2.385246,0.92496,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,36.888829,23.363909,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',False,13.344546,29.766075,Adult
'Direct Drop',CIP,Air,7/23/08,Videx,25mg,'Chewable/dispersible tablet',59.059059,0.385485,0.282259,5.201986,0.502828,'BMS Meymac France',True,0.060652,0.426805,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,29.030739,7.590738,1.865283,0.167609,'Strides Bangalore India.',True,1.203703,12.636798,Adult
'Direct Drop',CIP,Air,12/5/06,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.111291,0.483368,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',True,0.06765,31.149964,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,11.809716,11.958951,7.223329,1.340876,'Aurobindo Unit III India',True,0.735985,18.098344,Adult
'Direct Drop',DDP,Truck,10/15/09,Retrovir,10mg/ml,'Oral solution',199.199199,0.804841,0.65428,5.789067,0.167609,'GSK Mississauga (Canada)',False,1.519792,0.989824,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',59.059059,3.830658,1.309357,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',True,0.220446,2.179429,Adult
'Direct Drop',EXW,Air,3/31/08,Generic,600mg,Tablet,29.029029,16.256504,19.441967,8.531257,1.59229,'Mylan (formerly Matrix) Nashik',True,0.900445,24.019127,Adult
'Direct Drop',EXW,Air,2/20/15,Determine,300mg,'Test kit - Ancillary',0.0,0.022581,0.012601,3.715704,20.951184,'Alere Medical Co. Ltd.',True,1.519792,0.011676,'HIV test - Ancillary'
'Direct Drop',DDP,Air,3/19/10,Generic,600mg,Tablet,29.029029,87.095442,42.36902,3.470468,0.670438,'Aurobindo Unit III India',True,5.328021,70.533078,Adult
'Direct Drop',EXW,Air,5/22/13,Determine,300mg,'Test kit',99.099099,9.675838,80.645291,59.451265,3.352189,'Alere Medical Co. Ltd.',True,3.039585,77.027258,'HIV test'
'Direct Drop',DDP,Truck,8/5/14,Generic,600mg,Tablet,29.029029,0.095162,0.157218,11.592997,2.178923,'Aurobindo Unit III India',False,1.519792,0.124539,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,4.030658,4.935324,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',False,0.35108,8.21567,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,3.40485,0.681291,1.42683,0.041902,'Aurobindo Unit III India',False,1.346002,0.841934,Pediatric
'Direct Drop',EXW,Air,6/19/14,Generic,200mg,Tablet,89.089089,22.843622,22.131286,6.91121,0.419024,'Strides Bangalore India.',True,1.031079,17.56646,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.788722,0.829134,1.560596,0.041902,'Aurobindo Unit III India',True,1.054407,1.055985,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.600002,0.12471,1.47885,0.125707,'Hetero Unit III Hyderabad IN',False,6.328774,0.11935,Adult
'Direct Drop',EXW,Air,9/26/12,Generic,300/100mg,Tablet,29.029029,0.272582,0.642642,16.720668,3.142678,'Mylan (formerly Matrix) Nashik',True,0.02566,0.695342,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300mg,'Tablet - FDC',29.029029,9.28874,13.509699,10.374246,1.969411,'Mylan (formerly Matrix) Nashik',True,0.711491,12.904038,Adult
'Direct Drop',EXW,Air,10/7/13,Generic,200mg,Tablet,59.059059,11.390359,2.729322,1.709224,0.167609,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,0.480548,2.606234,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,63.134075,29.265975,3.306977,0.628536,'Strides Bangalore India.',False,8.154158,48.720623,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,16.151665,18.374324,8.115098,1.508485,'Mylan (formerly Matrix) Nashik',True,0.986757,23.409406,Adult
'Direct Drop',DDP,Truck,4/2/09,Generic,150mg,Tablet,59.059059,3.224204,2.379036,5.261437,0.502828,'Aurobindo Unit III India',False,1.519792,3.59995,Adult
