'project code','pq #',country,'managed by','fulfill via','vendor inco term','shipment mode','pq first sent to client date','po sent to vendor date','scheduled delivery date','delivered to client date','delivery recorded date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,Efavirenz,Generic,600mg,Tablet,29.029029,1.680651,2.903877,12.313843,2.30463,'Hetero Unit III Hyderabad IN',False,1.519792,23.33324,2.773583,Adult
116-ZA-T30,FPQ-11828,'South Africa','South Africa Field Office','Direct Drop',DDP,Truck,3/18/13,'N/A - From RDC',16-Apr-13,16-Apr-13,16-Apr-13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,1.000003,2.145202,15.278975,2.891263,'Aurobindo Unit III India',False,1.519792,23.33324,2.048404,Adult
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.025807,0.061994,16.133587,3.01697,'Aurobindo Unit III India',False,1.519792,23.33324,0.059675,Adult
114-UG-T30,FPQ-15303,Uganda,'PMO - US','Direct Drop',EXW,Air,11/11/14,11/25/14,27-Jul-15,27-Jul-15,28-Jul-15,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,11.138746,20.888139,13.376535,2.514142,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,1.519792,23.33324,18.983089,Adult
108-VN-T30,FPQ-6384,Vietnam,'PMO - US','Direct Drop',EXW,Air,9/30/10,10/14/10,11-Feb-11,11-Feb-11,11-Feb-11,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,0.48226,0.655243,9.660831,1.801802,'Aurobindo Unit III India',True,0.024494,12.625269,1.091012,Adult
900-SS-T30,FPQ-11623,'South Sudan','PMO - US','Direct Drop',EXW,Air,2/8/13,2/27/13,16-Aug-13,16-Aug-13,16-Aug-13,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0,0.185484,0.097446,3.715704,20.951184,'Alere Medical Co. Ltd.',False,0.113139,8.93999,0.093404,'HIV test - Ancillary'
108-VN-T30,FPQ-5317,Vietnam,'PMO - US','Direct Drop',FCA,Air,3/22/10,3/31/10,31-Jul-10,31-Jul-10,31-Jul-10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,1.627425,13.948611,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,0.297427,28.403834,23.2213,Adult
102-SS-T30,FPQ-9038,'South Sudan','PMO - US','Direct Drop',EXW,Air,1/17/12,2/15/12,4-Jun-12,4-Jun-12,4-Jun-12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.282259,0.946238,23.780506,6.704379,'Trinity Biotech Plc',True,0.082813,6.016176,1.024851,'HIV test'
116-ZA-T30,FPQ-13035,'South Africa','PMO - US','Direct Drop',DDP,Truck,10/8/13,12/2/13,6-Feb-14,6-Feb-14,6-Feb-14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.482263,4.330938,20.822806,1.969411,'Cipla Goa India',False,1.519792,23.33324,4.137024,Adult
105-SS-T30,FPQ-12623,'South Sudan','PMO - US','Direct Drop',EXW,Air,7/18/13,8/5/13,8-Nov-13,8-Nov-13,11-Nov-13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.724196,6.728841,66.139532,3.729311,'Alere Medical Co. Ltd.',True,0.219279,10.347228,6.426722,'HIV test'
116-ZA-T30,FPQ-14942,'South Africa','PMO - US','Direct Drop',DDP,Truck,9/11/14,10/9/14,24-Aug-15,24-Aug-15,24-Aug-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.041936,0.10432,17.092239,1.59229,'Aurobindo Unit III India',False,1.519792,23.33324,0.083026,Adult
116-ZA-T30,FPQ-11828,'South Africa','South Africa Field Office','Direct Drop',DDP,Truck,3/18/13,'N/A - From RDC',16-Apr-13,16-Apr-13,16-Apr-13,Abacavir,Ziagen,20mg/ml,'Oral solution',239.239239,1.645167,3.910544,16.94361,0.419024,'GSK Mississauga (Canada)',False,1.519792,23.33324,3.734867,Pediatric
111-MZ-T30,FPQ-13093,Mozambique,'PMO - US','Direct Drop',EXW,Air,10/15/13,11/12/13,2-Apr-14,2-Apr-14,11-Apr-14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,9.148417,30.500049,23.780506,6.704379,'Trinity Biotech Plc',True,1.952519,37.216602,24.209827,'HIV test'
111-MZ-T30,FPQ-11440,Mozambique,'PMO - US','Direct Drop',EXW,Air,1/9/13,1/17/13,17-Mar-13,17-Mar-13,17-Mar-13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.241936,0.811829,23.780506,6.704379,'Trinity Biotech Plc',True,0.062984,3.562269,0.775773,'HIV test'
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.035484,0.099541,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',False,1.519792,23.33324,0.094701,Adult
161-ZA-T30,FPQ-7175,'South Africa','PMO - US','Direct Drop',DDP,Ocean,3/10/11,3/24/11,14-Sep-11,14-Sep-11,14-Sep-11,Efavirenz,Generic,200mg,Capsule,89.089089,40.321098,34.316252,6.07146,0.377121,'Aurobindo Unit III India',True,3.864215,17.924896,43.719611,Pediatric
106-HT-T30,FPQ-12590,Haiti,'PMO - US','Direct Drop',EXW,Air,8/21/13,10/25/13,23-Jun-14,23-Jun-14,1-Jul-14,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,4.875822,2.006858,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',True,0.163293,5.846835,1.917379,Pediatric
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,Nevirapine,Generic,200mg,Tablet,59.059059,0.051613,0.109325,14.654737,1.382778,'Aurobindo Unit III India',False,1.519792,23.33324,0.103782,Adult
901-NA-T30,FPQ-14728,Namibia,'PMO - US','Direct Drop',EXW,Air,7/30/14,8/19/14,25-Nov-14,25-Nov-14,26-Nov-14,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,28.450092,31.119002,7.802979,1.466583,'Mylan  H-12 & H-13 India',False,4.169806,62.035001,24.701496,Adult
108-VN-T30,FPQ-12539,Vietnam,'PMO - US','Direct Drop',EXW,Air,7/11/13,7/25/13,5-Dec-13,5-Dec-13,13-Jan-14,Lamivudine,Generic,150mg,Tablet,59.059059,18.558124,3.421946,1.315359,0.125707,'Micro labs Verna Goa India',True,0.628678,5.75034,3.267847,Adult
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,Abacavir,Generic,300mg,Tablet,59.059059,0.079033,0.648076,57.333314,5.405405,'Aurobindo Unit III India',False,1.519792,23.33324,0.618802,Adult
116-ZA-T30,FPQ-14942,'South Africa','PMO - US','Direct Drop',DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,Darunavir,Prezista,600mg,Tablet,59.059059,0.058065,0.31494,37.647513,3.519799,'Janssen-Cilag Latina IT',False,1.519792,23.33324,0.250375,Adult
116-ZA-T30,FPQ-3596,'South Africa','PMO - US','Direct Drop',DDP,Truck,5/7/09,9/22/09,27-Oct-09,27-Oct-09,27-Oct-09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.643567,25.629331,32.386077,1.508485,'ABBVIE Ludwigshafen Germany',True,1.519792,23.33324,38.787355,Adult
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,Abacavir,Generic,300mg,Tablet,59.059059,0.137097,1.099686,56.560447,5.321601,'Aurobindo Unit III India',False,1.519792,23.33324,1.050796,Adult
108-VN-T30,FPQ-4302,Vietnam,'PMO - US','Direct Drop',FCA,Air,9/18/09,9/24/09,3-Nov-09,3-Nov-09,3-Nov-09,Ritonavir,Norvir,100mg,Capsule,335.335335,0.062903,0.515592,57.013763,0.963754,'ABBVIE (Abbott) Logis. UK',True,0.132967,15.225074,0.779665,Adult
107-RW-T30,FPQ-13651,Rwanda,'PMO - US','Direct Drop',EXW,Air,2/5/14,2/28/14,6-May-14,6-May-14,15-May-14,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,11.000035,1.730465,1.122143,0.041902,'Aurobindo Unit III India',True,3.132895,23.33324,1.373819,Pediatric
161-ZA-T30,FPQ-6708,'South Africa','PMO - US','Direct Drop',DDP,Ocean,11/26/10,12/14/10,5-Oct-11,20-Sep-11,20-Sep-11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,221.17652,153.211689,4.941886,0.921852,'Aurobindo Unit III India',True,53.420174,33.577413,195.196434,Adult
116-ZA-T30,FPQ-14942,'South Africa','PMO - US','Direct Drop',DDP,Truck,9/11/14,5/11/15,12-May-15,12-May-15,12-May-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.003226,0.010791,15.910645,1.508485,'Aurobindo Unit III India',False,1.519792,23.33324,0.009081,Adult
900-SS-T30,FPQ-10504,'South Sudan','PMO - US','Direct Drop',EXW,Air,8/15/12,8/21/12,18-Oct-12,18-Oct-12,18-Oct-12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.074194,0.252689,23.780506,6.704379,'Trinity Biotech Plc',True,0.017496,3.00177,0.273726,'HIV test'
116-ZA-T30,FPQ-11828,'South Africa','South Africa Field Office','Direct Drop',DDP,Truck,3/18/13,'N/A - From RDC',16-Apr-13,16-Apr-13,16-Apr-13,Nevirapine,Viramune,200mg,Tablet,59.059059,0.001613,0.006079,13.443417,1.257071,'Boehringer Ing. Koropi GR',False,1.519792,23.33324,0.005189,Adult
108-VN-T30,FPQ-13524,Vietnam,'PMO - US','Direct Drop',EXW,Air,2/6/14,3/10/14,18-Aug-14,18-Aug-14,25-Aug-14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,19.514579,16.46676,6.019441,0.544731,'Mylan (formerly Matrix) Nashik',True,1.965349,11.222415,13.070089,Adult
102-KE-T30,FPQ-3984,Kenya,'PMO - US','Direct Drop',EXW,Air,7/20/09,7/31/09,11-Sep-09,11-Sep-09,11-Sep-09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.804841,2.688176,23.780506,6.704379,'Trinity Biotech Plc',True,0.198284,9.89075,4.068268,'HIV test'
113-ZW-T30,FPQ-15380,Zimbabwe,'PMO - US','Direct Drop',EXW,Air,11/17/14,1/26/15,14-May-15,14-May-15,14-May-15,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0,8.062929,4.200276,3.715704,20.951184,'Alere Medical Co. Ltd.',False,0.910942,34.226674,3.816596,'HIV test - Ancillary'
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/13/13,10-Feb-14,10-Feb-14,10-Feb-14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',True,1.519792,23.33324,0.007784,Pediatric
104-CI-T30,FPQ-13622,'Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,1/23/14,3/3/14,20-Jun-14,20-Jun-14,25-Jun-14,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,3.224204,2.547047,5.633007,1.047559,'Aurobindo Unit III India',True,0.174957,6.176713,2.021161,Adult
101-CD-T30,FPQ-13548,'Congo DRC','PMO - US','Direct Drop',EXW,Air,1/22/14,1/28/14,4-Apr-14,4-Apr-14,28-Apr-14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.143549,0.483872,23.780506,6.704379,'Trinity Biotech Plc',False,0.062984,9.436378,0.383995,'HIV test'
116-ZA-T30,FPQ-11828,'South Africa','South Africa Field Office','Direct Drop',DDP,Truck,3/18/13,'N/A - From RDC',16-Apr-13,16-Apr-13,16-Apr-13,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,0.003226,0.015405,22.710383,4.274041,'Aurobindo Unit III India',False,1.519792,23.33324,0.01427,Adult
106-HT-T30,FPQ-9635,Haiti,'PMO - US','Direct Drop',EXW,Air,5/14/12,7/12/12,18-Aug-12,18-Aug-12,18-Aug-12,Efavirenz,Generic,50mg,Capsule,29.029029,2.843558,0.663872,1.664635,0.293317,'Aurobindo Unit III India',True,0.123636,5.5733,0.718693,Pediatric
161-ZA-T30,FPQ-6708,'South Africa','PMO - US','Direct Drop',DDP,Ocean,11/26/10,12/14/10,7-Apr-11,13-Jun-11,13-Jun-11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,46.622731,32.297019,4.941886,0.921852,'Aurobindo Unit III India',True,1.519792,23.33324,41.147106,Adult
105-SS-T30,FPQ-12623,'South Sudan','PMO - US','Direct Drop',EXW,Air,7/18/13,8/5/13,24-Jan-14,24-Jan-14,24-Jan-14,'HIV Capillary Tubes for Determine EDTA 50uL100 Pcs',Determine,300mg,'Test kit - Ancillary',99.099099,0.183872,0.15457,5.945126,0.335219,'Alere Medical Co. Ltd.',True,0.173791,11.241093,0.14789,'HIV test - Ancillary'
161-ZA-T30,FPQ-7175,'South Africa','PMO - US','Direct Drop',DDP,Ocean,3/10/11,3/24/11,4-Jan-12,4-Jan-12,4-Jan-12,Zidovudine,Generic,300mg,Tablet,59.059059,149.816612,113.924092,5.424928,0.502828,'Aurobindo Unit III India',True,5.610285,22.782856,145.142208,Adult
105-SS-T30,FPQ-15569,'South Sudan','PMO - US','Direct Drop',EXW,Air,12/29/14,2/20/15,25-Jul-15,25-Jul-15,29-Jul-15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.054839,0.188172,23.780506,6.704379,'Trinity Biotech Plc',False,0.191286,6.457118,0.171241,'HIV test'
116-ZA-T30,FPQ-15869,'South Africa','PMO - US','Direct Drop',DDP,Truck,2/23/15,5/7/15,7-May-15,7-May-15,7-May-15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,8.062929,29.766868,26.329479,4.944479,'Mylan (formerly Matrix) Nashik',True,1.519792,23.33324,27.052166,Adult
102-KE-T30,FPQ-9127,Kenya,'PMO - US','Direct Drop',CIP,Air,1/13/12,1/19/12,8-Feb-12,8-Feb-12,8-Feb-12,'HIV 1/2 INSTI HIV 1/2 Antibody Kit',INSTi,300mg,'Test kit',47.047047,0.05,0.446452,61.710413,7.24911,'bioLytical Laboratories',True,0.06765,2.884112,0.483885,'HIV test'
101-CD-T30,FPQ-12093,'Congo DRC','PMO - US','Direct Drop',FCA,Air,4/23/13,5/23/13,20-Nov-13,18-Nov-13,5-Dec-13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.103562,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',True,0.060652,5.429472,0.098593,Pediatric
111-MZ-T30,FPQ-13093,Mozambique,'PMO - US','Direct Drop',EXW,Air,10/15/13,11/13/13,10-Feb-14,10-Feb-14,15-Mar-14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,15.441985,128.696444,59.451265,3.352189,'Alere Medical Co. Ltd.',True,4.537216,100.959857,102.154262,'HIV test'
108-VN-T30,FPQ-4081,Vietnam,'PMO - US','Direct Drop',FCA,Air,8/10/09,8/12/09,29-Sep-09,29-Sep-09,29-Sep-09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.514518,4.419362,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,0.102641,2.841992,6.688772,Adult
109-TZ-T30,FPQ-13048,Tanzania,'PMO - US','Direct Drop',EXW,Air,10/3/13,10/28/13,7-Mar-14,7-Mar-14,15-Mar-14,Zidovudine,Generic,300mg,Tablet,59.059059,32.533976,18.402913,4.035255,0.377121,'Aurobindo Unit III India',True,1.287683,19.900954,17.576838,Adult
107-RW-T30,FPQ-8741,Rwanda,'PMO - US','Direct Drop',CIP,Air,11/30/11,3/9/12,28-Jun-12,28-Jun-12,28-Jun-12,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,15.425856,3.1337,1.449125,0.041902,'Cipla Goa India',True,7.569802,10.392248,3.392385,Pediatric
107-RW-T30,FPQ-6185,Rwanda,'PMO - US','Direct Drop',CIP,Air,9/3/10,9/17/10,9-Dec-10,9-Dec-10,9-Dec-10,Nevirapine,Generic,200mg,Tablet,59.059059,102.021297,28.056255,1.961892,0.167609,'Hetero Unit III Hyderabad IN',True,4.315604,23.33324,46.705948,Adult
109-TZ-T30,FPQ-6795,Tanzania,'PMO - US','Direct Drop',FCA,Air,1/27/11,4/14/11,14-Jul-11,14-Jul-11,14-Jul-11,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,29.532353,72.819568,17.590143,3.310287,'Bristol-Myers Squibb Anagni IT',False,1.483635,37.340406,92.774932,Adult
117-ET-T30,FPQ-9210,Ethiopia,'PMO - US','Direct Drop',EXW,Air,1/18/12,1/23/12,25-Apr-12,25-Apr-12,25-Apr-12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.067742,0.231183,23.780506,6.704379,'Trinity Biotech Plc',True,0.017496,1.401438,0.250375,'HIV test'
106-HT-T30,FPQ-16100,Haiti,'PMO - US','Direct Drop',CIP,Air,3/30/15,5/22/15,26-Aug-15,26-Aug-15,27-Aug-15,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.675809,1.196776,12.603668,0.377121,'MSD Haarlem NL',True,1.519792,23.33324,1.08712,Pediatric
161-ZA-T30,FPQ-5303,'South Africa','PMO - US','Direct Drop',DDP,Air,3/18/10,3/19/10,9-Jun-10,10-Jun-10,10-Jun-10,Nevirapine,Generic,200mg,Tablet,59.059059,61.838909,18.809795,2.169971,0.209512,'Aurobindo Unit III India',True,5.274367,21.988594,31.313729,Adult
105-SS-T30,FPQ-9807,'South Sudan','PMO - US','Direct Drop',EXW,Air,5/18/12,6/20/12,8-Feb-13,8-Feb-13,8-Feb-13,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.961293,3.209683,23.780506,6.704379,'Trinity Biotech Plc',True,0.243773,10.658601,3.474114,'HIV test'
A02-SL-T50,FPQ-16015,'Sierra Leone','PMO - US','Direct Drop',EXW,Air,4/3/15,4/20/15,6-May-15,6-May-15,21-May-15,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,2.41775,5.166339,15.234387,3.435994,'Standard Diagnostics Korea',True,1.519792,23.33324,4.694854,'HIV test'
107-RW-T30,FPQ-6341,Rwanda,'PMO - US','Direct Drop',EXW,Ocean,9/3/10,9/28/10,17-Oct-11,17-Oct-11,17-Oct-11,Nevirapine,Generic,200mg,Tablet,59.059059,382.136717,96.728609,1.805832,0.167609,'Hetero Unit III Hyderabad IN',True,15.888419,283.426223,161.027393,Adult
111-MZ-T30,FPQ-6562,Mozambique,'PMO - US','Direct Drop',EXW,Air,11/16/10,1/12/11,10-Mar-11,10-Mar-11,10-Mar-11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.096775,0.796322,57.742041,3.268385,'Inverness Japan',True,0.032659,3.454899,1.014472,'HIV test'
108-VN-T30,FPQ-12539,Vietnam,'PMO - US','Direct Drop',EXW,Air,7/11/13,8/2/13,17-Feb-14,17-Feb-14,15-Mar-14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,65.471179,76.043797,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',True,5.347849,23.755711,72.632076,Adult
109-TZ-T30,FPQ-9211,Tanzania,'PMO - US','Direct Drop',EXW,Air,1/25/12,2/17/12,25-May-12,25-May-12,25-May-12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.717757,39.32802,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.625933,84.91411,42.574114,'HIV test'
116-ZA-T30,FPQ-7176,'South Africa','PMO - US','Direct Drop',DDP,Ocean,3/10/11,4/1/11,14-Sep-11,14-Sep-11,14-Sep-11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,31.992039,28.061053,6.257246,0.586633,'Aurobindo Unit III India',True,2.12281,2.407195,35.750424,Adult
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,Nevirapine,Generic,200mg,Tablet,59.059059,0.16613,0.342089,14.550697,1.382778,'Aurobindo Unit III India',False,1.519792,23.33324,0.326914,Adult
108-VN-T30,FPQ-9001,Vietnam,'PMO - US','Direct Drop',FCA,Air,12/15/11,1/25/12,6-Jul-12,6-Jul-12,6-Jul-12,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,3.098397,19.639823,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',True,0.544699,6.35755,21.261111,Adult
116-ZA-T30,FPQ-4359,'South Africa','PMO - US','Direct Drop',DDP,Truck,10/8/09,10/15/09,21-Oct-09,21-Oct-09,21-Oct-09,Lamivudine,Epivir,150mg,Tablet,59.059059,4.191949,2.813314,4.785827,0.460926,'GSK Cape Town Factory (South Africa)',False,1.519792,23.33324,4.257671,Adult
107-RW-T30,FPQ-4032,Rwanda,'PMO - US','Direct Drop',EXW,Air,8/5/09,8/18/09,27-Oct-09,27-Oct-09,27-Oct-09,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,8.198414,59.791763,52.019857,2.933166,'Inverness Japan',True,1.344835,161.012482,90.487829,'HIV test'
116-ZA-T30,FPQ-12522,'South Africa','PMO - US','Direct Drop',DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.198388,0.563297,20.094528,0.460926,'Aurobindo Unit III India',False,1.519792,23.33324,0.538371,Pediatric
103-ZW-T30,FPQ-13969,Zimbabwe,'PMO - US','Direct Drop',EXW,Air,4/8/14,5/16/14,30-Jul-14,30-Jul-14,31-Jul-14,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,77.622831,16.090874,1.47885,0.125707,'Mylan (formerly Matrix) Nashik',True,2.779482,62.942399,12.771715,Pediatric
101-CD-T30,FPQ-14636,'Congo DRC','PMO - US','Direct Drop',EXW,Air,7/23/14,7/31/14,12-Feb-15,12-Feb-15,24-Feb-15,Lamivudine,Generic,150mg,Tablet,59.059059,6.408085,1.148402,1.278202,0.125707,'Micro labs Verna Goa India',True,0.243773,12.922694,0.911987,Adult
A02-SL-T50,FPQ-16015,'Sierra Leone','PMO - US','Direct Drop',EXW,Air,4/3/15,4/20/15,20-May-15,20-May-15,19-Jun-15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.64355,2.150541,23.780506,6.704379,'Trinity Biotech Plc',True,1.519792,23.33324,1.955,'HIV test'
105-GH-T30,FPQ-14052,Ghana,'PMO - US','Direct Drop',EXW,Air,4/12/14,5/23/14,17-Jul-14,17-Jul-14,17-Jul-14,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,3.685496,0.579951,1.122143,0.041902,'Aurobindo Unit III India',True,1.133721,26.64659,0.460534,Pediatric
111-MZ-T30,FPQ-11915,Mozambique,'PMO - US','Direct Drop',EXW,Air,3/20/13,4/11/13,9-Oct-13,9-Oct-13,6-Nov-13,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,29.071062,8.842924,2.169971,0.209512,'Strides Bangalore India.',True,1.328506,16.165132,8.446586,Adult
133-NG-T30,FPQ-10349,Nigeria,'PMO - US','Direct Drop',EXW,Air,7/17/12,8/10/12,21-Dec-12,21-Dec-12,21-Dec-12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,9.74358,32.483923,23.780506,6.704379,'Trinity Biotech Plc',True,2.321095,78.91637,35.165351,'HIV test'
106-HT-T30,FPQ-14083,Haiti,'PMO - US','Direct Drop',EXW,Air,5/11/14,6/2/14,25-Aug-14,25-Aug-14,28-Aug-14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.091936,0.038979,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',True,0.022161,4.396994,0.031135,Adult
116-ZA-T30,FPQ-5535,'South Africa','PMO - US','Direct Drop',DDP,Truck,4/19/10,4/21/10,31-May-10,31-May-10,31-May-10,Nevirapine,Viramune,10mg/ml,'Oral suspension',239.239239,0.191936,0.318777,11.749056,0.293317,'Boehringer Ingelheim Roxane US',False,1.519792,23.33324,0.530587,Pediatric
116-ZA-T30,FPQ-13214,'South Africa','PMO - US','Direct Drop',DDP,Truck,11/14/13,12/2/13,9-Dec-13,9-Dec-13,20-Dec-13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.004839,0.015541,17.181416,0.335219,'ABBVIE (Abbott) Logis. UK',True,1.519792,23.33324,0.012973,Pediatric
101-CD-T30,FPQ-16001,'Congo DRC','PMO - US','Direct Drop',EXW,Air,3/10/15,3/17/15,23-Jul-15,23-Jul-15,29-Jul-15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.888713,7.419367,59.451265,3.352189,'Alere Medical Co. Ltd.',False,1.519792,23.33324,6.743258,'HIV test'
104-CI-T30,FPQ-12135,'Cote d Ivoire','PMO - US','Direct Drop',EXW,Air,4/18/13,5/21/13,22-Jan-14,22-Jan-14,27-Jan-14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,7.095184,59.13988,59.451265,3.352189,'Alere Medical Co. Ltd.',True,2.108814,80.223281,56.486137,'HIV test'
103-ML-T30,FPQ-15006,Mali,'PMO - US','Direct Drop',CIP,Air,10/7/14,11/18/14,20-May-15,20-May-15,16-Jul-15,'HIV OraQuick Controls Kit 3 Vials',OraQuick,300mg,'Test kit - Ancillary',0,0.030645,0.084006,18.57852,104.755919,'Orasure Technologies Inc USA',True,1.519792,23.33324,0.066161,'HIV test - Ancillary'
