'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
104-CI-T30,FPQ-8295,'Cote d Ivoire',8/25/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
900-UG-T30,FPQ-10089,Uganda,6/7/12,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Aspen-OSD Port Elizabeth SA',Adult
114-UG-T30,FPQ-13600,Uganda,1/28/14,Raltegravir,Isentress,400mg,Tablet,'MSD Haarlem NL',Adult
151-NG-T30,FPQ-14989,Nigeria,9/19/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
113-ZW-T30,FPQ-11545,Zimbabwe,1/24/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
108-VN-T30,FPQ-12539,Vietnam,7/11/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
107-RW-T30,FPQ-6186,Rwanda,8/13/10,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Cipla Goa India',Adult
100-BJ-T30,FPQ-7658,Benin,5/15/11,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-5238,Uganda,3/2/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Cipla Goa India',Adult
110-ZM-T30,FPQ-11553,Zambia,1/28/13,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-13034,Vietnam,10/4/13,Nevirapine,Generic,200mg,Tablet,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process','Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister','BMS Meymac France',Adult
110-ZM-T30,FPQ-14784,Zambia,8/12/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
901-CM-T30,FPQ-12520,Cameroon,6/21/13,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
114-UG-T30,FPQ-14396,Uganda,6/4/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Ranbaxy per Shasun Pharma',Adult
108-VN-T30,FPQ-15692,Vietnam,1/28/15,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-9875,Uganda,5/9/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-4384,Haiti,10/23/09,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
151-NG-T30,FPQ-14989,Nigeria,9/19/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Gilead(Nycomed) Oranienburg DE',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Zidovudine,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
107-RW-T30,FPQ-8932,Rwanda,12/6/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
110-ZM-T30,FPQ-4273,Zambia,9/17/09,Zidovudine,Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Zidovudine,Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-8297,Tanzania,8/22/11,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-12477,Uganda,7/8/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Cipla Kurkumbh India',Adult
110-ZM-T30,FPQ-13221,Zambia,10/31/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Cipla Kurkumbh India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
110-ZM-T30,FPQ-4035,Zambia,8/5/09,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-11882,Mozambique,3/19/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
113-ZW-T30,FPQ-14458,Zimbabwe,6/13/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-5317,Vietnam,3/22/10,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
105-GH-T30,FPQ-13809,Ghana,3/7/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,250mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
100-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
116-ZA-T30,FPQ-3560,'South Africa',5/7/09,Efavirenz,Generic,600mg,Tablet,'Cipla Goa India',Adult
108-VN-T30,FPQ-13976,Vietnam,4/8/14,Efavirenz,Generic,600mg,Tablet,'Micro labs Verna Goa India',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Aspen-OSD Port Elizabeth SA',Adult
110-ZM-T30,FPQ-14162,Zambia,4/24/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-5126,Mozambique,2/18/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-13851,Rwanda,3/10/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
110-ZM-T30,FPQ-5702,Zambia,5/20/10,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
110-ZM-T30,FPQ-7085,Zambia,2/3/11,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
117-ET-T30,FPQ-5668,Ethiopia,5/7/10,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
101-CD-T30,FPQ-8840,'Congo DRC',11/21/11,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
111-MZ-T30,FPQ-13123,Mozambique,10/21/13,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
101-CD-T30,FPQ-14252,'Congo DRC',5/7/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-3596,'South Africa',5/7/09,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
123-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
100-SZ-T01,'Pre-PQ Process',Swaziland,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
105-GY-T01,'Pre-PQ Process',Guyana,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-14895,Haiti,9/24/14,Efavirenz,Generic,600mg,Tablet,'Cipla Goa India',Adult
151-NG-T30,FPQ-5688,Nigeria,5/27/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-13569,Tanzania,1/21/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-10477,Nigeria,8/9/12,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
102-BI-T30,FPQ-12602,Burundi,7/9/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-15638,Uganda,12/22/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-13214,'South Africa',11/14/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
107-RW-T30,FPQ-16284,Rwanda,5/27/15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
110-ZM-T30,FPQ-14575,Zambia,7/11/14,Nevirapine,Generic,200mg,Tablet,'Cipla Goa India',Adult
113-ZW-T30,FPQ-6470,Zimbabwe,10/13/10,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
105-GH-T30,FPQ-14052,Ghana,4/12/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-13221,Zambia,10/31/13,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
161-ZA-T30,FPQ-6262,'South Africa',8/31/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-6800,Nigeria,12/7/10,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
161-ZA-T30,FPQ-6262,'South Africa',8/31/10,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-9773,Zambia,4/27/12,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
106-HT-T30,FPQ-8537,Haiti,10/19/11,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
161-ZA-T30,FPQ-5648,'South Africa',6/2/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-15087,Vietnam,10/24/14,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
106-HT-T30,FPQ-15038,Haiti,10/22/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-11143,Uganda,12/13/12,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-15269,'South Africa',10/29/14,Lamivudine,Epivir,150mg,Tablet,'GSK Cape Town Factory (South Africa)',Adult
114-UG-T30,FPQ-4325,Uganda,9/23/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
111-MZ-T30,FPQ-11884,Mozambique,3/19/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-16194,Vietnam,4/14/15,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Gilead(Nycomed) Oranienburg DE',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-11253,'Cote d Ivoire',12/14/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
105-GY-T30,FPQ-5599,Guyana,4/28/10,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
104-BW-T30,FPQ-15568,Botswana,1/8/15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Hetero Jadcherla unit 5 IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-4373,Uganda,11/25/09,Indinavir,Crixivan,400mg,Capsule,'MSD Haarlem NL',Adult
151-NG-T30,FPQ-7217,Nigeria,2/21/11,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
100-DO-T30,FPQ-6126,'Dominican Republic',8/19/10,Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) St. P burg USA',Adult
116-ZA-T30,FPQ-3560,'South Africa',5/7/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
111-MZ-T30,FPQ-15195,Mozambique,10/17/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
151-NG-T30,FPQ-9432,Nigeria,3/1/12,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
108-VN-T30,FPQ-15692,Vietnam,1/28/15,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T30,FPQ-6519,Haiti,10/25/10,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister','Bristol-Myers Squibb Anagni IT',Adult
113-ZW-T30,FPQ-12950,Zimbabwe,9/10/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-15639,Uganda,12/22/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Aspen-OSD Port Elizabeth SA',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-7162,Uganda,2/14/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
111-MZ-T30,FPQ-11884,Mozambique,3/19/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
104-BW-T30,FPQ-15568,Botswana,1/8/15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Hetero Jadcherla unit 5 IN',Adult
114-UG-T30,FPQ-10788,Uganda,10/10/12,Raltegravir,Isentress,400mg,Tablet,'MSD Haarlem NL',Adult
108-VN-T30,FPQ-8428,Vietnam,9/21/11,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
104-CI-T30,FPQ-13622,'Cote d Ivoire',1/23/14,Didanosine,Generic,250mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Abacavir,Ziagen,300mg,'Tablet - blister','GSK Ware (UK)',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-4497,Uganda,10/28/09,Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-9749,'Cote d Ivoire',4/19/12,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-6818,Vietnam,1/17/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-7680,Tanzania,6/6/11,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
101-CD-T30,FPQ-13554,'Congo DRC',1/15/14,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-4381,'Cote d Ivoire',11/5/09,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-3782,Tanzania,6/11/09,'Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister','BMS Meymac France',Adult
111-MZ-T30,FPQ-9506,Mozambique,3/16/12,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
111-MZ-T30,FPQ-11884,Mozambique,3/19/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Cipla Goa India',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
106-HT-T30,FPQ-11281,Haiti,1/16/13,Stavudine,Generic,15mg,Capsule,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-12539,Vietnam,7/11/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
106-HT-T30,FPQ-5523,Haiti,4/19/10,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-10780,Uganda,10/10/12,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Gilead(Nycomed) Oranienburg DE',Adult
105-GY-T30,FPQ-7128,Guyana,2/4/11,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
110-ZM-T30,FPQ-9773,Zambia,4/27/12,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-9577,Vietnam,4/11/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-5014,Uganda,1/29/10,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-9432,Nigeria,3/1/12,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-14458,Zimbabwe,6/13/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
110-ZM-T30,FPQ-4273,Zambia,9/17/09,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
109-TZ-T30,FPQ-11393,Tanzania,12/30/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Gilead(Nycomed) Oranienburg DE',Adult
104-CI-T30,FPQ-13155,'Cote d Ivoire',10/22/13,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
901-CM-T30,FPQ-12837,Cameroon,8/19/13,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
100-GH-T30,FPQ-7799,Ghana,6/6/11,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
101-CD-T30,FPQ-8840,'Congo DRC',11/21/11,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
104-CI-T30,FPQ-11253,'Cote d Ivoire',12/14/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
113-ZW-T30,FPQ-7560,Zimbabwe,4/26/11,Zidovudine,Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
101-CD-T30,FPQ-13554,'Congo DRC',1/15/14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-6800,Nigeria,12/7/10,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC','MSD Haarlem NL',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
113-ZW-T30,FPQ-10632,Zimbabwe,9/11/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
104-CI-T30,FPQ-11254,'Cote d Ivoire',12/14/12,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
