'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
151-NG-T30,FPQ-5688,Nigeria,5/27/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-4854,Rwanda,1/6/10,Nelfinavir,Viracept,50mg/g,'Oral powder','Roche Basel',Pediatric
113-ZW-T30,FPQ-8464,Zimbabwe,10/4/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Aspen-OSD Port Elizabeth SA',Adult
108-VN-T30,FPQ-6384,Vietnam,9/30/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-6470,Zimbabwe,10/13/10,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
103-MW-T30,FPQ-10790,Malawi,10/17/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-9063,'Cote d Ivoire',12/21/11,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-8315,Zambia,8/31/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
144-BW-T30,FPQ-4487,Botswana,11/2/09,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary','Trinity Biotech Plc','HIV test - Ancillary'
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Stavudine,Generic,15mg,Capsule,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-7653,Haiti,5/11/11,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
200-ZW-T30,FPQ-6483,Zimbabwe,10/13/10,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
101-CD-T30,FPQ-14654,'Congo DRC',8/11/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
103-ZW-T30,FPQ-13294,Zimbabwe,11/19/13,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-6252,'Cote d Ivoire',8/26/10,'HIV 1/2 Stat-Pak Buffer Only',Stat-Pak,300mg,'Test kit - Ancillary','Chembio Diagnostics Sys. Inc.','HIV test - Ancillary'
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-5523,Haiti,4/19/10,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-11553,Zambia,1/28/13,Nevirapine,Generic,200mg,Tablet,'Cipla Goa India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-6891,'Cote d Ivoire',12/21/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
101-CD-T30,FPQ-15787,'Congo DRC',1/26/15,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
108-VN-T30,FPQ-5094,Vietnam,3/15/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-13945,Tanzania,3/27/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
110-ZM-T30,FPQ-14151,Zambia,4/30/14,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
102-BI-T30,FPQ-9229,Burundi,1/25/12,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
133-NG-T30,FPQ-10349,Nigeria,7/17/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
161-ZA-T30,FPQ-6262,'South Africa',8/31/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Cipla Goa India',Adult
151-NG-T30,FPQ-10477,Nigeria,8/9/12,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
102-SD-T30,FPQ-8261,Sudan,8/29/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
107-RW-T30,FPQ-14111,Rwanda,4/22/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
105-GY-T30,FPQ-5599,Guyana,4/28/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
104-CI-T30,FPQ-4378,'Cote d Ivoire',10/15/09,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
116-ZA-T30,FPQ-4359,'South Africa',10/8/09,Zidovudine,Retrovir,300mg,Tablet,'GSK Ware (UK)',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
102-DO-T30,FPQ-9676,'Dominican Republic',4/9/12,Lamivudine,Generic,150mg,Tablet,'Macleods Daman Plant INDIA',Adult
104-CI-T30,FPQ-6495,'Cote d Ivoire',10/4/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
102-CD-T30,FPQ-9640,'Congo DRC',4/2/12,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
110-ZM-T30,FPQ-14784,Zambia,8/12/14,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
151-NG-T30,FPQ-14156,Nigeria,4/25/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,'Gilead(Nycomed) Oranienburg DE',Adult
151-NG-T30,FPQ-9432,Nigeria,3/1/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
101-CD-T30,FPQ-13554,'Congo DRC',1/15/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
114-UG-T30,FPQ-8522,Uganda,10/5/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Didanosine,Videx,25mg,'Chewable/dispersible tablet','BMS Meymac France',Pediatric
110-ZM-T30,FPQ-6482,Zambia,10/15/10,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-4359,'South Africa',10/8/09,Zidovudine,Retrovir,10mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
104-CI-T30,FPQ-5925,'Cote d Ivoire',6/23/10,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary','Alere Medical Co. Ltd.','HIV test - Ancillary'
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-12251,Zambia,5/2/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-5239,Uganda,3/2/10,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-14475,Zimbabwe,6/17/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
111-MZ-T30,FPQ-8157,Mozambique,8/4/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
101-CD-T30,FPQ-12033,'Congo DRC',4/8/13,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
114-UG-T30,FPQ-10558,Uganda,8/24/12,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-11133,Uganda,12/13/12,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
108-VN-T30,FPQ-13034,Vietnam,10/4/13,Nevirapine,Generic,200mg,Tablet,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
104-CI-T30,FPQ-5201,'Cote d Ivoire',3/3/10,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-7233,Zambia,3/1/11,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
901-GH-T30,FPQ-14101,Ghana,4/30/14,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-5925,'Cote d Ivoire',6/23/10,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
105-GY-T30,FPQ-15680,Guyana,1/2/15,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
151-NG-T30,FPQ-8952,Nigeria,12/8/11,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
101-CD-T30,FPQ-14100,'Congo DRC',4/23/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
114-UG-T30,FPQ-4325,Uganda,9/23/09,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-12950,Zimbabwe,9/10/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-15823,Vietnam,2/13/15,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
107-RW-T30,FPQ-10015,Rwanda,6/4/12,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
116-ZA-T30,FPQ-13214,'South Africa',11/14/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
108-VN-T30,FPQ-5317,Vietnam,3/22/10,Didanosine,Generic,250mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-4470,Uganda,8/17/09,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
101-CD-T30,FPQ-14255,'Congo DRC',5/15/14,Didanosine,Generic,200mg,'Delayed-release capsules','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
104-CI-T30,FPQ-4932,'Cote d Ivoire',12/8/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
102-CD-T30,FPQ-9906,'Congo DRC',5/15/12,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
131-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-15259,'Cote d Ivoire',10/24/14,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
104-CI-T30,FPQ-9063,'Cote d Ivoire',12/21/11,Efavirenz,Generic,600mg,Tablet,'Strides Bangalore India.',Adult
110-ZM-T30,FPQ-12066,Zambia,4/19/13,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
106-HT-T30,FPQ-4277,Haiti,9/22/09,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-9635,Haiti,5/14/12,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
101-CD-T30,FPQ-16001,'Congo DRC',3/10/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
105-GH-T30,FPQ-14052,Ghana,4/12/14,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-4384,Haiti,10/23/09,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
109-TZ-T30,FPQ-13042,Tanzania,10/1/13,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Didanosine,Generic,400mg,'Delayed-release capsules','Aurobindo Unit III India',Adult
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
113-ZW-T30,FPQ-13939,Zimbabwe,4/1/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
103-ZW-T30,FPQ-11478,Zimbabwe,1/16/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-9355,Uganda,2/20/12,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
103-SS-T30,FPQ-14409,'South Sudan',6/5/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
100-LB-T01,'Pre-PQ Process',Lebanon,'Pre-PQ Process',Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-7909,Tanzania,6/24/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
117-ET-T30,FPQ-4867,Ethiopia,1/5/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
114-UG-T30,FPQ-14396,Uganda,6/4/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
102-ZW-T30,FPQ-9927,Zimbabwe,5/15/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
102-ZW-T30,FPQ-15196,Zimbabwe,10/16/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-11098,Uganda,12/13/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
108-VN-T30,FPQ-5094,Vietnam,3/15/10,Ritonavir,Norvir,100mg,Capsule,'ABBVIE (Abbott) Logis. UK',Adult
114-UG-T30,FPQ-7267,Uganda,3/4/11,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Zerit,30mg,Capsule,'BMS Meymac France',Adult
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
110-ZM-T30,FPQ-6221,Zambia,8/20/10,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
102-SD-T30,FPQ-6991,Sudan,2/5/11,'HIV 1/2 Bioline 3.0 Diluent 25 Tests',Bioline,300mg,'Test kit - Ancillary','Standard Diagnostics Korea','HIV test - Ancillary'
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lamivudine,Epivir,150mg,Tablet,'GSK Cape Town Factory (South Africa)',Adult
114-UG-T30,FPQ-15294,Uganda,11/3/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-9875,Uganda,5/9/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
107-RW-T30,FPQ-6185,Rwanda,9/3/10,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Cipla Ltd A-42 MIDC Mahar. IN',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-11919,Tanzania,3/25/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Etravirine,Intelence,100mg,Tablet,'Janssen-Cilag Latina IT',Adult
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-16194,Vietnam,4/14/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
106-HT-T30,FPQ-12682,Haiti,8/23/13,Abacavir,Generic,60mg,'Chewable/dispersible tablet','Cipla Patalganga India',Pediatric
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
105-SS-T30,FPQ-15569,'South Sudan',12/29/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
108-VN-T30,FPQ-13976,Vietnam,4/8/14,Ritonavir,Norvir,100mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
110-ZM-T30,FPQ-12066,Zambia,4/19/13,Nevirapine,Generic,200mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
102-GY-T30,FPQ-6983,Guyana,1/5/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
102-KE-T01,'Pre-PQ Process',Kenya,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
105-GY-T30,FPQ-8024,Guyana,8/19/11,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
901-NA-T30,FPQ-14670,Namibia,7/30/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Stavudine,Generic,15mg,Capsule,'Aurobindo Unit III India',Adult
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
100-ZW-T30,FPQ-5018,Zimbabwe,2/2/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Nevirapine,Generic,200mg,Tablet,'Aurobindo Unit III India',Adult
105-GY-T30,FPQ-10252,Guyana,7/5/12,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-11545,Zimbabwe,1/24/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-5239,Uganda,3/2/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
110-ZM-T30,FPQ-8759,Zambia,11/6/11,Efavirenz,Generic,600mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
102-KE-T30,FPQ-6406,Kenya,9/27/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
104-CI-T30,FPQ-3964,'Cote d Ivoire',7/24/09,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-10945,Uganda,11/6/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
