country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,87.250281,79.617225,6.509913,0.628536,'Hetero Unit III Hyderabad IN',5.435328,33.610453,132.541733,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,50mg,Capsule,29.029029,0.48226,0.175787,2.593561,0.502828,'Aurobindo Unit III India',1.519792,23.33324,0.293185,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,9.675838,21.169389,15.605957,0.754243,'Hetero Unit III Hyderabad IN',1.519792,23.33324,20.219396,Adult
Cameroon,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,8.062929,67.204409,59.451265,3.352189,'Alere Medical Co. Ltd.',2.356086,103.288717,64.189382,'HIV test'
Rwanda,EXW,Air,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,26.748473,50.156331,13.376535,2.514142,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',1.519792,23.33324,39.812206,Adult
Vietnam,EXW,Air,Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,1.933877,1.562503,5.759341,0.544731,'Aurobindo Unit III India',0.290428,12.840078,1.930352,Pediatric
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,1.404843,2.504876,12.707708,1.215169,'Cipla Goa India',1.519792,23.33324,2.392183,Adult
'South Africa',DDP,Truck,Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,0.401614,0.120128,2.125383,0.419024,'MSD Midrand J burg SA',1.519792,23.33324,0.14789,Pediatric
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,48.38564,16.784301,2.474659,0.460926,'Hetero Jadcherla unit 5 IN',3.186548,36.869669,18.169695,Adult
Ghana,EXW,Air,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,18.608125,3.857637,1.47885,0.125707,'Mylan  H-12 & H-13 India',2.304766,43.428771,3.061579,Pediatric
'Dominican Republic','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,2.982268,4.087288,9.772302,0.921852,'Mylan (formerly Matrix) Nashik',0.734819,25.958869,4.42502,Adult
Botswana,EXW,Air,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,0.006452,0.294019,260.099284,14.665829,'Pacific Biotech Thailand',0.013997,2.360311,0.444967,'HIV test'
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,14.930693,138.434699,66.139532,3.729311,'Alere Medical Co. Ltd.',4.38442,198.72309,132.2239,'HIV test'
Nigeria,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,53.224365,48.568627,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',3.095571,23.33324,80.854233,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,106.48744,41.375367,2.771915,0.251414,'Cipla Goa India',6.741673,54.508256,32.841924,Pediatric
Lesotho,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,3.391946,28.279616,59.451265,3.352189,'Alere Medical Co. Ltd.',0.998421,38.194153,22.446825,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,7.529057,2.314108,2.192265,0.209512,'Strides Bangalore India.',10.005202,18.007374,2.948716,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,600mg,Tablet,29.029029,1.822587,2.934927,11.481526,2.178923,'Aurobindo Unit III India',1.519792,23.33324,2.803421,Adult
Uganda,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,3.941948,1.565098,2.831366,0.544731,'Aurobindo Unit III India',0.284597,7.451516,1.694247,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,64.885693,77.053552,8.471805,0.796145,'Aurobindo Unit III India',5.284865,106.964364,116.61244,Adult
Mozambique,'N/A - From RDC',Air,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,1.641941,11.984226,52.019857,4.902577,'GSK Ware (UK)',0.16096,1.513607,31.149964,Adult
'Cote d Ivoire','N/A - From RDC',Air,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,3.869367,0.544356,1.00324,0.041902,'Aurobindo Unit III India',8.154158,43.664778,0.906798,Pediatric
'South Sudan',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.054839,0.188172,23.780506,6.704379,'Trinity Biotech Plc',0.205283,14.237718,0.180322,'HIV test'
'South Sudan',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.054839,0.188172,23.780506,6.704379,'Trinity Biotech Plc',0.191286,6.457118,0.171241,'HIV test'
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,84.64866,19.928053,1.679498,0.167609,'Hetero Unit III Hyderabad IN',4.469566,15.038678,19.033683,Adult
Mozambique,'N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,40.127549,14.212389,2.526679,0.251414,'Strides Bangalore India.',1.634097,16.445261,23.659781,Adult
Lebanon,'N/A - From RDC',Air,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,0.037097,4e-05,0.007431,0.0,'Aurobindo Unit III India',1.519792,23.33324,0.0,Pediatric
'Congo DRC',EXW,Air,Lamivudine,Generic,150mg,Tablet,59.059059,6.408085,1.148402,1.278202,0.125707,'Micro labs Verna Goa India',0.243773,12.922694,0.911987,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,200mg,Capsule,89.089089,0.017742,0.034363,12.663119,0.796145,'Aurobindo Unit III India',1.519792,23.33324,0.027243,Pediatric
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,28.314607,17.933577,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',1.601439,16.489866,22.847684,Adult
Uganda,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,65.901825,16.063937,1.738949,0.167609,'Hetero Unit III Hyderabad IN',15.098781,167.968923,17.39003,Adult
Haiti,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,41.950135,45.884651,7.802979,1.466583,'Aurobindo Unit VII IN',4.221127,34.870825,36.421118,Adult
Zimbabwe,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,161.28923,36.626403,1.620047,0.167609,'Micro labs Verna Goa India',75.719015,149.204055,29.07203,Adult
'Cote d Ivoire','N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,24.192014,17.263133,5.090515,0.963754,'Aurobindo Unit III India',1.845212,20.840286,26.125909,Adult
'South Sudan',EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.320969,2.990596,66.139532,3.729311,'Alere Medical Co. Ltd.',1.519792,23.33324,2.7178,'HIV test'
Tanzania,FCA,Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.256452,1.031184,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',0.379073,7.862388,1.560627,Adult
Mozambique,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,5.106468,1.28766,1.798401,0.167609,'Mylan (formerly Matrix) Nashik',0.903944,13.30971,1.394575,Adult
Zambia,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,22.662976,17.470593,5.499242,0.502828,'Cipla Goa India',1.656259,19.953051,21.584134,Adult
Rwanda,FCA,Air,Atazanavir,Reyataz,150mg,Capsule,59.059059,0.333872,1.182932,25.155316,2.346533,'BMS Evansville US',0.018662,3.304408,0.93923,Pediatric
Zambia,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,10.127452,84.408738,59.451265,3.352189,'Alere Medical Co. Ltd.',2.971935,99.114542,67.000586,'HIV test'
Rwanda,'N/A - From RDC',Air,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.933874,1.21808,9.28926,0.209512,'Aurobindo Unit III India',0.249605,7.099716,1.318036,Pediatric
Burundi,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.130658,2.612797,4.510865,0.838047,'Aurobindo Unit III India',0.279931,5.639966,2.495965,Adult
Haiti,'N/A - From RDC',Air,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.111291,0.199463,12.603668,0.377121,'MSD Haarlem NL',0.034991,3.218823,0.246483,Pediatric
Mozambique,'N/A - From RDC',Truck,Zidovudine,Generic,300mg,Tablet,59.059059,54.272756,31.546926,4.146726,0.377121,'Aurobindo Unit III India',8.052683,20.078235,30.131907,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,200mg,Capsule,89.089089,0.053226,0.104249,13.56232,0.838047,'Aurobindo Unit III India',1.519792,23.33324,0.083026,Pediatric
Vietnam,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,16.946829,7.326658,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',0.790805,7.41354,7.931566,Pediatric
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.041936,0.080506,13.190749,1.257071,'Aurobindo Unit III India',1.519792,23.33324,0.063567,Adult
Tanzania,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,20.267807,25.970153,9.140632,1.717997,'Aurobindo Unit VII IN',1.728574,18.895922,24.805278,Adult
Sudan,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.608066,5.652227,66.139532,3.729311,'Inverness Japan',0.209948,15.63636,7.201198,'HIV test'
'South Africa',DDP,Truck,'Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister',29.029029,0.095162,0.184174,13.577183,2.556044,'BMS Meymac France',1.519792,23.33324,0.227024,Adult
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,200mg,Tablet,89.089089,16.988764,16.459402,6.91121,0.419024,'Strides Bangalore India.',0.002333,155.979589,13.0649,Pediatric
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,116.664892,41.319321,2.526679,0.251414,'Hetero Unit III Hyderabad IN',5.781742,52.543764,51.046645,Adult
Uganda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,0.045161,0.054667,8.33804,0.796145,'Aurobindo Unit III India',5.988192,32.270571,0.083026,Adult
Mozambique,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,3.385495,0.79738,1.679498,0.167609,'Hetero Unit III Hyderabad IN',103.528997,190.874132,0.633072,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,26.732344,24.394697,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',7.981534,24.961812,36.919273,Adult
'South Africa',DDP,Air,Zidovudine,Retrovir,10mg/ml,'Oral solution',199.199199,0.240323,0.159526,4.704081,0.125707,'GSK Mississauga (Canada)',1.519792,5.249912,0.241294,Pediatric
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,80.643809,28.561874,2.526679,0.251414,'Hetero Unit III Hyderabad IN',3.23437,10.143777,43.225348,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,9.675838,1.98589,1.463987,0.041902,'Aurobindo Unit III India',10.786676,88.251454,2.453155,Pediatric
Mozambique,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,8.227446,68.575379,59.451265,3.352189,'Alere Medical Co. Ltd.',4.132482,47.605259,54.432544,'HIV test'
Nigeria,'N/A - From RDC',Air,'HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,0.603228,4.788314,56.478702,7.96145,'Bio-Rad Laboratories',0.479382,10.862156,5.915594,'HIV test'
Zambia,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,96.772893,151.613148,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',7.932546,25.260342,164.126594,Adult
'South Africa',DDP,Ocean,Lamivudine,Generic,150mg,Tablet,59.059059,380.852841,94.023292,1.761244,0.167609,'Aurobindo Unit III India',13.899743,59.608852,156.523239,Adult
Mali,EXW,Air,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.246775,2.458001,70.598377,15.9229,'Chembio Diagnostics Sys. Inc.',0.101475,8.440909,1.951108,'HIV test'
Uganda,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,8.062929,24.932836,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',1.552451,25.904321,26.991194,Adult
Nigeria,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,3.498398,1.13021,2.303737,0.209512,'Aurobindo Unit III India',1.373995,15.654105,31.149964,Adult
'Congo DRC',EXW,Air,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,0.885487,1.016467,8.174549,1.550388,'Aurobindo Unit III India',0.062984,6.769285,0.806908,Pediatric
'Cote d Ivoire','N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',29.029029,9.675838,4.032265,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',0.28343,7.524777,3.851622,Pediatric
Namibia,'N/A - From RDC',Air,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,0.320969,2.520165,55.735561,12.57071,'Inverness USA',0.142298,3.796446,3.11347,'HIV test'
Haiti,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,56.0776,51.172199,6.509913,0.628536,'Hetero Unit III Hyderabad IN',4.8708,3.467777,85.188443,Adult
Uganda,'N/A - From RDC',Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,57.950187,63.505412,7.817841,1.466583,'Hetero Unit III Hyderabad IN',5.611451,8.581837,60.65689,Adult
Zambia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,32.256556,13.071258,2.890818,0.251414,'Mylan (formerly Matrix) Nashik',0.136466,20.36665,12.485016,Pediatric
'South Africa',DDP,Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.003226,0.010791,15.910645,1.508485,'Aurobindo Unit III India',1.519792,23.33324,0.009081,Adult
Namibia,EXW,Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,58.063091,63.508167,7.802979,1.466583,'Mylan  H-12 & H-13 India',4.864968,70.329182,50.409681,Adult
'South Africa',DDP,Air,Zidovudine,Retrovir,300mg,Tablet,59.059059,1.288714,1.655917,9.155495,0.87995,'GSK Aranda',1.519792,23.33324,2.506344,Adult
Uganda,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,5.417759,11.245179,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',0.719656,9.964252,14.327153,Adult
Vietnam,EXW,Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,26.611376,30.909828,8.28602,0.796145,'Aurobindo Unit III India',4.434574,90.050645,46.778596,Adult
Nigeria,EXW,Air,Artemether/Lumefantrine,Coartem,20/120mg,'Tablet - FDC + blister',539.53954,0.046774,0.202873,29.911418,0.293317,'Novartis Pharma AG Switzerland',1.510461,29.079713,0.307455,ACT
Tanzania,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,72.045394,33.396736,3.306977,0.628536,'Mylan (formerly Matrix) Nashik',5.515808,63.488743,55.596204,Adult
'Cote d Ivoire','N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.798403,0.960002,1.42683,0.041902,'Aurobindo Unit III India',0.243773,18.861294,1.452953,Pediatric
Tanzania,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,13.643592,45.483944,23.780506,6.704379,'Trinity Biotech Plc',3.230871,90.731979,43.443291,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,13.883916,6.957217,3.574507,0.670438,'Cipla Kurkumbh India',1.018249,51.783612,6.644665,Adult
Uganda,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,13.974239,28.999845,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',0.009331,37.599924,36.946516,Adult
Haiti,EXW,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.540324,0.200404,2.63815,0.502828,'Hetero Unit III Hyderabad IN',20.791878,70.862442,0.159565,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,32.256556,70.56463,15.605957,0.754243,'Aurobindo Unit III India',6.570215,60.581811,67.398851,Adult
'Cote d Ivoire',CIP,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.030645,0.138105,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,0.208862,Pediatric
Nigeria,'N/A - From RDC','Air Charter','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,0.70968,0.870591,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',0.04199,32.248096,1.318036,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,51.675973,60.398081,8.33804,0.796145,'Aurobindo Unit III India',4.91279,21.220017,100.546933,Adult
Rwanda,FCA,Air,Nelfinavir,Viracept,50mg/g,'Oral powder',143.143143,0.237098,0.912216,27.265836,1.047559,'Roche Basel',0.031492,4.325736,1.519114,Pediatric
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,125.937503,79.761311,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',24.567448,100.98285,101.618486,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.48226,1.189518,17.538123,3.310287,'Aspen-OSD Port Elizabeth SA',1.519792,23.33324,1.469817,Adult
Vietnam,EXW,Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,8.398414,5.90626,5.0162,0.921852,'Mylan (formerly Matrix) Nashik',0.417564,18.275316,9.83208,Adult
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,10.308098,4.660841,3.225231,0.586633,'Mylan (formerly Matrix) Nashik',2.451729,26.805988,7.759028,Adult
Malawi,EXW,Ocean,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,306.450989,366.784866,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',25.034,126.686275,350.32899,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,8.559705,3.397768,2.831366,0.544731,'Strides Bangalore India.',3.927199,43.462398,3.677787,Adult
Zambia,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,5.869374,19.569924,23.780506,6.704379,'Trinity Biotech Plc',1.414818,53.525078,24.932412,'HIV test'
Kenya,'N/A - From RDC',Truck,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,8.062929,67.196009,59.443833,3.352189,'Inverness Japan',1.519792,23.33324,101.693728,'HIV test'
Botswana,EXW,Air,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary',1.001001,0.022581,0.078125,23.037365,64.94867,'Trinity Biotech Plc',0.001166,2.067927,0.129728,'HIV test - Ancillary'
Mozambique,'N/A - From RDC',Air,Stavudine,Generic,15mg,Capsule,59.059059,5.300017,1.297793,1.746381,0.167609,'Aurobindo Unit III India',0.180789,3.239503,31.149964,Adult
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,54.19211,23.822619,3.136054,0.586633,'Strides Bangalore India.',2.387579,71.621283,30.351148,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,40.224323,17.808328,3.158348,0.293317,'Mylan (formerly Matrix) Nashik',1.698248,8.030383,29.646725,Pediatric
'Congo DRC',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.116129,0.392474,23.780506,6.704379,'Trinity Biotech Plc',0.593687,27.689598,0.311347,'HIV test'
Zimbabwe,'N/A - From RDC',Air,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,3.36614,1.403228,2.972563,0.293317,'Aurobindo Unit III India',0.118971,6.978018,1.114363,Pediatric
'Cote d Ivoire',EXW,Air,'HIV 1/2 Stat-Pak Buffer Only',Stat-Pak,300mg,'Test kit - Ancillary',0.0,1.062907,0.277218,1.857852,10.475592,'Chembio Diagnostics Sys. Inc.',1.519792,23.33324,0.461831,'HIV test - Ancillary'
'South Africa',DDP,Truck,Abacavir,Generic,300mg,Tablet,59.059059,0.012903,0.10432,51.269285,4.818772,'Aurobindo Unit III India',1.519792,23.33324,0.083026,Adult
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,63.405043,29.39158,3.306977,0.628536,'Strides Bangalore India.',8.427091,240.798067,48.929485,Adult
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,5.611308,1.321373,1.679498,0.167609,'Cipla Goa India',0.494545,41.224923,1.262253,Adult
'South Africa',DDP,Truck,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.008065,0.014331,10.567462,1.969411,'Aurobindo Unit III India',1.519792,23.33324,0.011676,Adult
Ethiopia,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,6.893571,1.752523,1.813264,0.167609,'Aurobindo Unit III India',0.767478,14.881524,2.651639,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,72.579266,84.828766,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',14.267152,207.179259,108.073748,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.033871,0.072883,14.654737,1.382778,'Aurobindo Unit III India',1.519792,23.33324,0.070053,Adult
'Congo DRC','N/A - From RDC',Air,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,0.014516,0.003343,1.47885,0.041902,'Aurobindo Unit III India',0.082813,4.606106,0.002595,Pediatric
Vietnam,EXW,Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,17.746831,15.807183,6.353854,0.586633,'Aurobindo Unit III India',1.251525,32.918486,26.315312,Adult
Haiti,'N/A - From RDC',Air,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,4.445176,0.972733,1.560596,0.041902,'Aurobindo Unit III India',1.210702,40.647852,1.472412,Pediatric
Tanzania,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.269356,0.903227,23.780506,6.704379,'Trinity Biotech Plc',0.064151,3.836874,0.717395,'HIV test'
Zambia,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,63.11472,14.792867,1.672067,0.167609,'Aurobindo Unit III India',4.639857,70.837723,11.741675,Adult
Burundi,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,0.272582,0.055696,1.449125,0.041902,'Aurobindo Unit III India',6.13049,32.816052,0.059675,Pediatric
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.570982,42.391701,66.139532,3.729311,'Alere Medical Co. Ltd.',1.576945,106.077024,45.891257,'HIV test'
'South Africa',DDP,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,20.517808,15.026177,5.22428,0.963754,'Cipla Goa India',1.020582,20.843842,25.01414,Adult
Nigeria,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,79.506708,19.131659,1.716655,0.167609,'Aurobindo Unit III India',14.033876,102.812008,20.711065,Adult
Sudan,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.061291,0.209678,23.780506,6.704379,'Trinity Biotech Plc',0.015163,2.005783,0.26724,'HIV test'
Vietnam,EXW,Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,32.256556,56.787726,12.55908,1.173266,'Aurobindo Unit III India',8.852819,156.909876,31.149964,Adult
Rwanda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.540334,1.383571,2.786778,0.251414,'Strides Bangalore India.',0.114305,3.426348,1.098796,Pediatric
'South Africa',DDP,Truck,Efavirenz,Generic,200mg,Capsule,89.089089,0.224194,0.59486,18.794031,1.173266,'Aurobindo Unit III India',1.519792,23.33324,0.900312,Pediatric
Guyana,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,5.811309,2.876181,3.529919,0.670438,'Aurobindo Unit III India',0.582023,19.964789,4.788258,Adult
Zambia,EXW,Air,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,6.933893,52.008988,53.498707,3.01697,'Inverness Japan',1.141885,29.999781,64.252949,'HIV test'
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,3.780657,0.748573,1.411968,0.041902,'Cipla Goa India',1.066071,15.602216,1.132525,Pediatric
