'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,5.090515,0.963754,'Aurobindo Unit III India',Adult
FPQ-15569,'Direct Drop',EXW,2/20/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-3782,'Direct Drop',FCA,6/23/09,Ritonavir,Norvir,100mg,Capsule,335.335335,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-10210,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.798401,0.167609,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.499242,0.502828,'Cipla Goa India',Adult
FPQ-13853,'Direct Drop',FCA,4/29/14,Atazanavir,Reyataz,150mg,Capsule,59.059059,25.155316,2.346533,'BMS Evansville US',Pediatric
FPQ-14827,'Direct Drop',EXW,9/19/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-8716,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,9.28926,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-12065,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.510865,0.838047,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,12.603668,0.377121,'MSD Haarlem NL',Pediatric
FPQ-12416,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,4.146726,0.377121,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,8/24/15,Efavirenz,Generic,200mg,Capsule,89.089089,13.56232,0.838047,'Aurobindo Unit III India',Pediatric
FPQ-10286,'Direct Drop',EXW,8/14/12,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-13973,'Direct Drop',DDP,8/28/14,Nevirapine,Generic,200mg,Tablet,59.059059,13.190749,1.257071,'Aurobindo Unit III India',Adult
FPQ-12015,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,9.140632,1.717997,'Aurobindo Unit VII IN',Adult
FPQ-7321,'Direct Drop',EXW,5/2/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC','Didanosine EC','Videx EC',250mg,'Delayed-release capsules - blister',29.029029,13.577183,2.556044,'BMS Meymac France',Adult
FPQ-13293,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.526679,0.251414,'Hetero Unit III Hyderabad IN',Adult
FPQ-4275,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-13124,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-4275,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Zidovudine,Retrovir,10mg/ml,'Oral solution',199.199199,4.704081,0.125707,'GSK Mississauga (Canada)',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.526679,0.251414,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.463987,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13093,'Direct Drop',EXW,11/13/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV Genie II HIV-1/HIV-2 Kit',Genie,300mg,'Test kit',39.039039,56.478702,7.96145,'Bio-Rad Laboratories','HIV test'
FPQ-9472,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,11.176838,2.095118,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.761244,0.167609,'Aurobindo Unit III India',Adult
FPQ-13391,'Direct Drop',EXW,1/22/14,'HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,70.598377,15.9229,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-10084,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.303737,0.209512,'Aurobindo Unit III India',Adult
FPQ-14717,'Direct Drop',EXW,8/20/14,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-11254,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',29.029029,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,55.735561,12.57071,'Inverness USA','HIV test'
FPQ-4384,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Hetero Unit III Hyderabad IN',Adult
FPQ-10945,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.817841,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-12066,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.890818,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-14942,'Direct Drop',DDP,5/11/15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,15.910645,1.508485,'Aurobindo Unit III India',Adult
FPQ-14728,'Direct Drop',EXW,8/19/14,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Mylan  H-12 & H-13 India',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Zidovudine,Retrovir,300mg,Tablet,59.059059,9.155495,0.87995,'GSK Aranda',Adult
FPQ-7267,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',Adult
FPQ-4266,'Direct Drop',EXW,11/9/09,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.28602,0.796145,'Aurobindo Unit III India',Adult
FPQ-4151,'Direct Drop',EXW,10/7/09,Artemether/Lumefantrine,Coartem,20/120mg,'Tablet - FDC + blister',539.53954,29.911418,0.293317,'Novartis Pharma AG Switzerland',ACT
FPQ-6226,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.306977,0.628536,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10994,'Direct Drop',EXW,12/12/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-11545,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.574507,0.670438,'Cipla Kurkumbh India',Adult
FPQ-8522,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15038,'Direct Drop',EXW,1/7/15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.63815,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,15.605957,0.754243,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',CIP,3/30/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5688,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-4854,'Direct Drop',FCA,1/20/10,Nelfinavir,Viracept,50mg/g,'Oral powder',143.143143,27.265836,1.047559,'Roche Basel',Pediatric
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,17.538123,3.310287,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-6384,'Direct Drop',EXW,10/14/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,5.0162,0.921852,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.225231,0.586633,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10790,'Direct Drop',EXW,10/31/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9063,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.831366,0.544731,'Strides Bangalore India.',Adult
FPQ-8315,'Direct Drop',EXW,9/19/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,59.443833,3.352189,'Inverness Japan','HIV test'
FPQ-4487,'Direct Drop',EXW,11/13/09,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary',1.001001,23.037365,64.94867,'Trinity Biotech Plc','HIV test - Ancillary'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,15mg,Capsule,59.059059,1.746381,0.167609,'Aurobindo Unit III India',Adult
FPQ-7653,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.136054,0.586633,'Strides Bangalore India.',Adult
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.158348,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-14654,'Direct Drop',EXW,8/27/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-13294,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-6252,'Direct Drop',EXW,9/16/10,'HIV 1/2 Stat-Pak Buffer Only',Stat-Pak,300mg,'Test kit - Ancillary',0.0,1.857852,10.475592,'Chembio Diagnostics Sys. Inc.','HIV test - Ancillary'
FPQ-13973,'Direct Drop',DDP,10/3/14,Abacavir,Generic,300mg,Tablet,59.059059,51.269285,4.818772,'Aurobindo Unit III India',Adult
FPQ-5523,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.306977,0.628536,'Strides Bangalore India.',Adult
FPQ-11553,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Cipla Goa India',Adult
FPQ-14942,'Direct Drop',DDP,2/12/15,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,10.567462,1.969411,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-6891,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,Nevirapine,Generic,200mg,Tablet,59.059059,14.654737,1.382778,'Aurobindo Unit III India',Adult
FPQ-15787,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.47885,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-5094,'Direct Drop',EXW,3/24/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.353854,0.586633,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13945,'Direct Drop',EXW,5/6/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-14151,'Direct Drop',EXW,5/21/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.672067,0.167609,'Aurobindo Unit III India',Adult
FPQ-9229,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10349,'Direct Drop',EXW,8/13/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-6262,'Direct Drop',DDP,9/21/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,5.22428,0.963754,'Cipla Goa India',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.716655,0.167609,'Aurobindo Unit III India',Adult
FPQ-8261,'Direct Drop',EXW,9/7/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,12.55908,1.173266,'Aurobindo Unit III India',Adult
FPQ-14111,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
'Pre-PQ Process','Direct Drop',DDP,6/5/09,Efavirenz,Generic,200mg,Capsule,89.089089,18.794031,1.173266,'Aurobindo Unit III India',Pediatric
FPQ-5599,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,2/29/08,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,53.498707,3.01697,'Inverness Japan','HIV test'
FPQ-4378,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Cipla Goa India',Pediatric
FPQ-4359,'Direct Drop',DDP,10/15/09,Zidovudine,Retrovir,300mg,Tablet,59.059059,11.957136,1.131364,'GSK Ware (UK)',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Ritonavir,Norvir,100mg,Capsule,335.335335,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-9676,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Macleods Daman Plant INDIA',Adult
FPQ-6495,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-9640,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.607473,0.125707,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,12.596237,0.796145,'Aurobindo Unit III India',Pediatric
FPQ-14784,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-14156,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',Adult
FPQ-9432,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.290211,0.670438,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.965132,0.293317,'Ranbaxy Paonta Shahib India',Adult
FPQ-13554,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-8522,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',CIP,7/23/08,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,5.201986,0.502828,'BMS Meymac France',Pediatric
FPQ-6482,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',CIP,12/5/06,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,7.223329,1.340876,'Aurobindo Unit III India',Adult
FPQ-4359,'Direct Drop',DDP,10/15/09,Zidovudine,Retrovir,10mg/ml,'Oral solution',199.199199,5.789067,0.167609,'GSK Mississauga (Canada)',Pediatric
FPQ-5925,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',EXW,3/31/08,Efavirenz,Generic,600mg,Tablet,29.029029,8.531257,1.59229,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15569,'Direct Drop',EXW,2/20/15,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,3.715704,20.951184,'Alere Medical Co. Ltd.','HIV test - Ancillary'
FPQ-5303,'Direct Drop',DDP,3/19/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.470468,0.670438,'Aurobindo Unit III India',Adult
FPQ-12251,'Direct Drop',EXW,5/22/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-13973,'Direct Drop',DDP,8/5/14,Efavirenz,Generic,600mg,Tablet,29.029029,11.592997,2.178923,'Aurobindo Unit III India',Adult
FPQ-5239,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14475,'Direct Drop',EXW,6/19/14,Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-8157,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12033,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.47885,0.125707,'Hetero Unit III Hyderabad IN',Adult
FPQ-10558,'Direct Drop',EXW,9/26/12,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,16.720668,3.142678,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11133,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.374246,1.969411,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13034,'Direct Drop',EXW,10/7/13,Nevirapine,Generic,200mg,Tablet,59.059059,1.709224,0.167609,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
FPQ-5201,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.306977,0.628536,'Strides Bangalore India.',Adult
FPQ-7233,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.115098,1.508485,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Lamivudine,Generic,150mg,Tablet,59.059059,5.261437,0.502828,'Aurobindo Unit III India',Adult
FPQ-14101,'Direct Drop',EXW,7/8/14,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-5925,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,26.753069,1.257071,'ABBVIE Ludwigshafen Germany',Adult
FPQ-15680,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,14.387206,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-14942,'Direct Drop',DDP,11/28/14,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,10.567462,1.969411,'Aurobindo Unit III India',Adult
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Strides Bangalore India.',Adult
FPQ-14100,'Direct Drop',EXW,5/20/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-4325,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.59585,0.544731,'Aurobindo Unit III India',Adult
FPQ-12950,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.872715,0.167609,'Aurobindo Unit III India',Adult
FPQ-15823,'Direct Drop',FCA,3/4/15,Ritonavir,Norvir,100mg,Tablet,29.029029,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',Adult
FPQ-10015,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.813264,0.167609,'Strides Bangalore India.',Adult
FPQ-13214,'Direct Drop',DDP,12/2/13,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,13.889302,2.597947,'Hetero Unit III Hyderabad IN',Adult
FPQ-5317,'Direct Drop',EXW,3/25/10,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,9.660831,1.801802,'Aurobindo Unit III India',Adult
