'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-9875,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.813264,0.167609,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3964,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.600993,0.251414,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5303,'Direct Drop',DDP,3/19/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.470468,0.670438,'Aurobindo Unit III India',Adult
FPQ-12837,'Direct Drop',EXW,8/23/13,Nevirapine,Generic,200mg,Tablet,59.059059,1.672067,0.167609,'Aurobindo Unit III India',Adult
FPQ-11153,'Direct Drop',FCA,1/11/13,Ritonavir,Norvir,100mg,Tablet,59.059059,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',Adult
FPQ-4740,'Direct Drop',FCA,8/25/10,Ritonavir,Norvir,100mg,Tablet,29.029029,2.548973,0.460926,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.174549,1.550388,'Hetero Unit III Hyderabad IN',Adult
FPQ-8428,'Direct Drop',EXW,10/4/11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.907969,0.544731,'Aurobindo Unit III India',Adult
FPQ-8364,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Cipla Goa India',Adult
FPQ-8787,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.06174,0.586633,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,15.04117,1.42468,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',EXW,12/5/07,Stavudine,Generic,15mg,Capsule,59.059059,1.114711,0.083805,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',FCA,7/13/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
FPQ-11393,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,18.400166,0.87995,'Aurobindo Unit III India',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.761244,0.167609,'Aurobindo Unit III India',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6708,'Direct Drop',DDP,12/6/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.941886,0.921852,'Aurobindo Unit III India',Adult
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-9635,'Direct Drop',EXW,6/28/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.790018,0.71234,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.151868,0.125707,'Aurobindo Unit III India',Adult
FPQ-11022,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.201986,0.502828,'Cipla Goa India',Adult
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.149015,0.670438,'Aurobindo Unit III India',Adult
FPQ-16194,'Direct Drop',EXW,5/13/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.059838,1.340876,'Hetero Unit III Hyderabad IN',Adult
FPQ-4047,'Direct Drop',CIP,8/18/09,Lamivudine,Generic,150mg,Tablet,59.059059,1.924735,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-14942,'Direct Drop',DDP,8/24/15,Etravirine,Intelence,100mg,Tablet,119.119119,20.443804,0.963754,'Janssen-Cilag Latina IT',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-14226,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.011058,1.508485,'Cipla Ltd A-42 MIDC Mahar. IN',Adult
FPQ-11033,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Zerit,30mg,Capsule,59.059059,2.838798,0.251414,'BMS Meymac France',Adult
'Pre-PQ Process','Direct Drop',EXW,1/9/07,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.573556,0.502828,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',EXW,11/15/06,Stavudine,Generic,30mg,Capsule,59.059059,1.122143,0.125707,'Strides Bangalore India.',Adult
FPQ-6202,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.306977,0.628536,'Strides Bangalore India.',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.06174,0.586633,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-13973,'Direct Drop',DDP,8/28/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,23.178562,2.178923,'Aurobindo Unit III India',Adult
FPQ-6708,'Direct Drop',DDP,12/14/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.941886,0.921852,'Aurobindo Unit III India',Adult
FPQ-9927,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.798401,0.167609,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-9665,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.087274,0.754243,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.59585,0.544731,'Hetero Unit III Hyderabad IN',Adult
FPQ-13797,'Direct Drop',EXW,4/30/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.019441,0.544731,'Cipla Goa India',Adult
FPQ-12806,'Direct Drop',EXW,2/10/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8364,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.526679,0.251414,'Aurobindo Unit III India',Adult
FPQ-13123,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14942,'Direct Drop',DDP,11/28/14,Lamivudine,Generic,150mg,Tablet,59.059059,4.912161,0.460926,'Aurobindo Unit III India',Adult
FPQ-5303,'Direct Drop',DDP,3/19/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,5.811361,1.089462,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.499242,0.502828,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,Efavirenz,Generic,600mg,Tablet,29.029029,12.432746,2.346533,'Hetero Unit III Hyderabad IN',Adult
FPQ-4320,'Direct Drop',FCA,11/26/09,Ritonavir,Norvir,100mg,Capsule,335.335335,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-16158,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-5837,'Direct Drop',DDU,8/11/10,Etravirine,Intelence,100mg,Tablet,119.119119,62.408965,2.933166,'Janssen-Cilag Latina IT',Adult
FPQ-7175,'Direct Drop',DDP,3/28/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.808121,0.921852,'Cipla Goa India',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,3.492762,0.335219,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',Adult
FPQ-13973,'Direct Drop',DDP,11/4/14,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,11.332897,2.137021,'Aurobindo Unit III India',Adult
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Aurobindo Unit III India',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,25.058708,4.693065,'Aurobindo Unit III India',Adult
FPQ-4720,'Direct Drop',EXW,1/12/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.932166,0.167609,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3859,'Direct Drop',CIP,7/16/09,Abacavir,Generic,300mg,Tablet,59.059059,14.364912,1.340876,'Aurobindo Unit III India',Adult
FPQ-14083,'Direct Drop',FCA,5/28/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,13.867008,0.670438,'ABBVIE Ludwigshafen Germany',Adult
FPQ-5925,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-11915,'Direct Drop',EXW,4/11/13,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.169971,0.209512,'Strides Bangalore India.',Adult
FPQ-6665,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
FPQ-14042,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,4.042686,0.377121,'Aurobindo Unit III India',Adult
FPQ-12837,'Direct Drop',EXW,8/23/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.897298,0.460926,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Stavudine,Generic,30mg,Capsule,59.059059,2.229422,0.209512,'Aurobindo Unit III India',Adult
FPQ-9906,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5317,'Direct Drop',EXW,3/26/10,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.228471,0.377121,'Cipla Goa India',Adult
FPQ-14989,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.134152,1.340876,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8932,'Direct Drop',EXW,12/13/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.975803,0.754243,'Aurobindo Unit VII IN',Adult
FPQ-12416,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13939,'Direct Drop',EXW,4/11/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.545733,0.125707,'Micro labs Verna Goa India',Adult
FPQ-13973,'Direct Drop',DDP,11/4/14,Raltegravir,Isentress,400mg,Tablet,59.059059,62.899438,5.908234,'MSD Haarlem NL',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.151868,0.125707,'Aurobindo Unit III India',Adult
FPQ-10530,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.649773,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-10405,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,13.956184,2.639849,'BMS Meymac France',Adult
FPQ-10048,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.259148,0.209512,'Ranbaxy Paonta Shahib India',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-6384,'Direct Drop',EXW,10/14/10,Abacavir,Generic,300mg,Tablet,59.059059,11.147112,1.047559,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Saquinavir,Invirase,200mg,Capsule,269.269269,0.007431,0,'Roche Basel',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.174549,1.550388,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,2.340894,0.209512,'Aurobindo Unit III India',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
FPQ-3859,'Direct Drop',CIP,7/16/09,Nevirapine,Generic,200mg,Tablet,59.059059,2.296305,0.209512,'Hetero Unit III Hyderabad IN',Adult
FPQ-6186,'Direct Drop',CIP,9/27/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.2178,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-9577,'Direct Drop',EXW,6/8/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.685027,0.544731,'Hetero Unit III Hyderabad IN',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,17.092239,1.59229,'Aurobindo Unit III India',Adult
FPQ-13034,'Direct Drop',EXW,10/7/13,Nevirapine,Generic,200mg,Tablet,59.059059,1.709224,0.167609,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
FPQ-8363,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,12.432746,2.346533,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10644,'Direct Drop',EXW,9/24/12,Lamivudine,Generic,150mg,Tablet,59.059059,1.367379,0.125707,'Micro labs Verna Goa India',Adult
FPQ-14083,'Direct Drop',EXW,6/2/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-8360,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.366428,0.628536,'Aurobindo Unit III India',Adult
FPQ-11882,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,4.860141,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-10641,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Aurobindo Unit III India',Adult
FPQ-3896,'Direct Drop',EXW,6/26/09,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,9.660831,1.801802,'Aurobindo Unit III India',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-13976,'Direct Drop',EXW,4/30/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.019441,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13173,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.474659,0.460926,'Strides Bangalore India.',Adult
FPQ-9432,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Aurobindo Unit III India',Adult
FPQ-9552,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.192265,0.209512,'Strides Bangalore India.',Adult
FPQ-10119,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.781636,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10641,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.983235,0.754243,'Cipla Kurkumbh India',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,15.799174,2.975068,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-16539,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,14.387206,0.670438,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,15.234387,1.42468,'Aurobindo Unit III India',Adult
FPQ-10811,'Direct Drop',EXW,11/7/12,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12522,'Direct Drop',DDP,8/13/13,Lamivudine,Generic,150mg,Tablet,59.059059,7.253054,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-14989,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.134152,1.340876,'Aurobindo Unit VII IN',Adult
'Pre-PQ Process','Direct Drop',CIP,9/23/08,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,37.454297,7.039598,'MSD Haarlem NL',Adult
FPQ-12290,'Direct Drop',CIP,7/3/13,Etravirine,Intelence,100mg,Tablet,119.119119,26.753069,1.257071,'Janssen-Cilag Latina IT',Adult
FPQ-8428,'Direct Drop',EXW,10/4/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.00972,0.544731,'Aurobindo Unit III India',Adult
FPQ-7898,'Direct Drop',EXW,7/8/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.046877,0.586633,'Strides Bangalore India.',Adult
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-11133,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,3.002289,0.544731,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-9875,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.813264,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',Adult
FPQ-4770,'Direct Drop',DDP,12/23/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.141791,1.42468,'ABBVIE Ludwigshafen Germany',Adult
FPQ-10015,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.813264,0.167609,'Strides Bangalore India.',Adult
FPQ-5239,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12573,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,3.210368,0.293317,'Strides Bangalore India.',Adult
FPQ-11915,'Direct Drop',FCA,5/1/13,Ritonavir,Norvir,100mg,Tablet,59.059059,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',Adult
FPQ-9969,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.999435,1.676095,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13142,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.047264,1.885607,'Cipla Patalganga India',Adult
FPQ-12539,'Direct Drop',EXW,7/25/13,Lamivudine,Generic,150mg,Tablet,59.059059,1.315359,0.125707,'Micro labs Verna Goa India',Adult
FPQ-13108,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.001338,0.460926,'Cipla Goa India',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Abacavir,Generic,300mg,Tablet,59.059059,39.802622,3.729311,'Aurobindo Unit III India',Adult
FPQ-14042,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.293065,0.125707,'Aurobindo Unit III India',Adult
FPQ-9074,'Direct Drop',EXW,1/24/12,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,5.462085,1.005657,'Aurobindo Unit III India',Adult
FPQ-12523,'Direct Drop',DDP,8/13/13,Darunavir,Prezista,300mg,Tablet,119.119119,57.147528,2.681752,'Janssen-Cilag Latina IT',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,15mg,Capsule,59.059059,1.114711,0.083805,'Aurobindo Unit III India',Adult
FPQ-14766,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.134152,1.340876,'Hetero Unit III Hyderabad IN',Adult
FPQ-12051,'Direct Drop',EXW,11/28/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.0162,0.460926,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',Adult
'Pre-PQ Process','Direct Drop',DDP,6/5/09,Zidovudine,Retrovir,300mg,Tablet,59.059059,11.652448,1.089462,'GSK Ware (UK)',Adult
