'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-15692,'Direct Drop',EXW,2/17/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Hetero Unit III Hyderabad IN',Adult
FPQ-13969,'Direct Drop',EXW,5/15/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-5648,'Direct Drop',DDP,6/17/10,Efavirenz,Generic,50mg,Capsule,29.029029,1.746381,0.335219,'Aurobindo Unit III India',Pediatric
FPQ-6262,'Direct Drop',DDP,9/21/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.835558,0.167609,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.526679,0.251414,'Aurobindo Unit III India',Adult
FPQ-12473,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',Adult
FPQ-12015,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','Direct Drop',EXW,4/29/09,Lamivudine,Generic,150mg,Tablet,59.059059,1.783538,0.167609,'Aurobindo Unit III India',Adult
FPQ-6185,'Direct Drop',CIP,9/17/10,Nevirapine,Generic,200mg,Tablet,59.059059,1.961892,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-13797,'Direct Drop',EXW,5/1/14,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.449125,0.041902,'Cipla Goa India',Pediatric
FPQ-10632,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.645581,0.502828,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
FPQ-12065,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.201986,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-6262,'Direct Drop',DDP,9/21/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.835558,0.167609,'Strides Bangalore India.',Adult
FPQ-13508,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Strides Bangalore India.',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.06174,0.586633,'Strides Bangalore India.',Adult
FPQ-13973,'Direct Drop',DDP,6/25/14,Efavirenz,Generic,600mg,Tablet,29.029029,11.592997,2.178923,'Aurobindo Unit III India',Adult
FPQ-12033,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Aurobindo Unit III India',Adult
FPQ-12235,'Direct Drop',EXW,5/21/13,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-5688,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.225231,0.586633,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,11/28/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,13.161024,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14942,'Direct Drop',DDP,1/26/15,Lamivudine,Generic,150mg,Tablet,59.059059,4.912161,0.460926,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,11/28/14,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,8.189412,1.550388,'Aurobindo Unit III India',Adult
FPQ-11096,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.402634,0.502828,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,26.753069,0.502828,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-10765,'Direct Drop',EXW,10/16/12,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-9472,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,5.283731,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9038,'Direct Drop',EXW,2/15/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-9906,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.023632,0.460926,'Aurobindo Unit III India',Adult
FPQ-12477,'Direct Drop',EXW,7/30/13,Efavirenz,Generic,600mg,Tablet,29.029029,2.370619,0.460926,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',EXW,1/3/08,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,12.633394,2.388435,'Aspen-OSD Port Elizabeth SA',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.155108,0.209512,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.948367,0.670438,'Aurobindo Unit III India',Adult
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,4.681787,0.419024,'Cipla Patalganga India',Pediatric
FPQ-4770,'Direct Drop',DDP,12/23/09,Abacavir,Ziagen,300mg,'Tablet - blister',59.059059,29.866829,2.807459,'GSK Ware (UK)',Adult
FPQ-4373,'Direct Drop',EXW,12/2/09,Darunavir,Prezista,300mg,Tablet,119.119119,66.882673,3.142678,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-3815,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.201986,0.502828,'Strides Bangalore India.',Adult
FPQ-7934,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11864,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',29.029029,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-10545,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,5.424928,0.335219,'Strides Bangalore India.',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,125mg,'Delayed-release capsules',29.029029,6.316697,1.173266,'Aurobindo Unit III India',Pediatric
FPQ-12619,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.362237,0.838047,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-13566,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,8.835944,1.676095,'Cipla Goa India',Adult
FPQ-11884,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.597753,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-15639,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Hetero Unit III Hyderabad IN',Adult
FPQ-5124,'Direct Drop',FCA,3/5/10,Saquinavir,Invirase,500mg,Tablet,119.119119,70.360572,3.310287,'Roche Basel',Adult
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,1/14/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-15692,'Direct Drop',EXW,2/17/15,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.019441,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12518,'Direct Drop',EXW,8/12/13,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.471805,0.796145,'Aurobindo Unit III India',Adult
FPQ-11443,'Direct Drop',EXW,3/26/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-9454,'Direct Drop',EXW,3/28/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-13973,'Direct Drop',DDP,8/5/14,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,14.625011,2.765556,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8716,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,7.223329,1.340876,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
'Pre-PQ Process','Direct Drop',EXW,4/28/08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.007431,0.0,'Inverness Japan','HIV test - Ancillary'
FPQ-8624,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-4265,'Direct Drop',EXW,11/2/09,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.570316,0.419024,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.573556,0.502828,'Cipla Goa India',Adult
FPQ-15568,'Direct Drop',EXW,2/6/15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,7.750959,1.466583,'Hetero Jadcherla unit 5 IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,52.019857,4.902577,'GSK Ware (UK)',Adult
'Pre-PQ Process','Direct Drop',EXW,10/22/08,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,18.912934,1.759899,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10545,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.510865,0.838047,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-13124,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-16001,'Direct Drop',EXW,3/16/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-16527,'Direct Drop',FCA,7/10/15,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13394,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.026872,0.586633,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',EXW,1/16/09,Stavudine,Generic,30mg,Capsule,59.059059,1.077554,0.083805,'Aurobindo Unit III India',Adult
FPQ-12456,'Direct Drop',EXW,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.350614,0.502828,'Strides Bangalore India.',Adult
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,60/12mg,'Chewable/dispersible tablet - FDC',59.059059,2.452365,0.251414,'Cipla Goa India',Pediatric
FPQ-12456,'Direct Drop',EXW,7/10/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,7.892155,1.466583,'Aurobindo Unit III India',Adult
FPQ-6341,'Direct Drop',EXW,9/28/10,Nevirapine,Generic,200mg,Tablet,59.059059,1.805832,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-10786,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,19.84186,0.921852,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,12.076038,2.262728,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,6/10/08,'Primaquine base (as diphosphate)',Generic,15mg,Tablet,1000.0,33.322434,0.167609,'Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway',Malaria
FPQ-3967,'Direct Drop',FCA,9/11/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,1.850421,0.335219,'MSD Midrand J burg SA',Pediatric
FPQ-14112,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.642341,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-13035,'Direct Drop',DDP,12/2/13,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,4.979043,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',CIP,10/3/07,'Didanosine EC','Videx EC',400mg,'Delayed-release capsules - blister',29.029029,17.590143,3.310287,'BMS Meymac France',Adult
FPQ-12522,'Direct Drop',DDP,8/29/14,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,12.499628,2.346533,'Aurobindo Unit III India',Adult
FPQ-7812,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,26.351773,0.502828,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-4273,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.808121,0.460926,'Cipla Goa India',Adult
FPQ-6801,'From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,1mg/ml,'Powder for oral solution',199.199199,0.995809,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-11545,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-7175,'Direct Drop',DDP,3/28/11,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.808121,0.921852,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',EXW,7/26/07,'HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit',99.099099,260.099284,14.665829,'Pacific Biotech Thailand','HIV test'
'Pre-PQ Process','Direct Drop',EXW,10/14/08,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,53.506138,3.01697,'Inverness Japan','HIV test'
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.917303,0.167609,'Strides Bangalore India.',Adult
FPQ-8498,'Direct Drop',CIP,11/2/11,Raltegravir,Isentress,400mg,Tablet,59.059059,67.997384,6.36916,'MSD Haarlem NL',Adult
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,30/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.411968,0.125707,'Cipla Goa India',Pediatric
FPQ-10780,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.798401,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-4395,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.59585,0.544731,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,2/12/15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,15.94037,1.508485,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,9.86891,0.921852,'Aurobindo Unit III India',Adult
FPQ-11828,'Direct Drop',DDP,'N/A - From RDC',Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,14.788502,2.765556,'Aurobindo Unit III India',Adult
FPQ-10811,'Direct Drop',EXW,11/9/12,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-9098,'Direct Drop',EXW,1/23/12,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5702,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.418448,0.628536,'Aurobindo Unit III India',Adult
FPQ-4105,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14942,'Direct Drop',DDP,3/9/15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,10.270206,1.927509,'Mylan (formerly Matrix) Nashik',Adult
FPQ-4406,'Direct Drop',EXW,11/19/09,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,27.86778,1.298973,'Aurobindo Unit III India',Adult
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-11253,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13648,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-13214,'Direct Drop',DDP,12/2/13,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,4.979043,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-11550,'Direct Drop',FCA,3/8/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,45.197824,0.838047,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-12520,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Strides Bangalore India.',Adult
FPQ-3896,'Direct Drop',EXW,6/26/09,Lamivudine,Generic,150mg,Tablet,59.059059,1.783538,0.167609,'Aurobindo Unit III India',Adult
FPQ-12477,'Direct Drop',EXW,9/10/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.019441,0.544731,'Cipla Goa India',Adult
FPQ-11553,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Aurobindo Unit III India',Adult
FPQ-12255,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,15.026307,0.71234,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','Direct Drop',EXW,2/18/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','Direct Drop',EXW,4/29/09,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,9.660831,1.801802,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.155108,0.209512,'Aurobindo Unit III India',Adult
FPQ-7175,'Direct Drop',DDP,3/28/11,Lamivudine,Generic,150mg,Tablet,59.059059,1.805832,0.167609,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',FCA,3/30/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-3596,'Direct Drop',DDP,9/22/09,Lamivudine,Generic,150mg,Tablet,59.059059,7.215897,0.670438,'Aurobindo Unit III India',Adult
FPQ-4770,'Direct Drop',DDP,12/23/09,Efavirenz,Generic,50mg,Capsule,29.029029,3.098897,0.586633,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,1mg/ml,'Oral solution',199.199199,1.077554,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14942,'Direct Drop',DDP,10/9/14,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,11.34776,2.137021,'Aurobindo Unit III India',Adult
FPQ-14396,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.411016,0.628536,'Ranbaxy per Shasun Pharma',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Aurobindo Unit III India',Adult
FPQ-14370,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',EXW,1/16/09,Zidovudine,Generic,300mg,Tablet,59.059059,5.573556,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3835,'Direct Drop',CIP,6/29/09,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,37.454297,7.039598,'MSD Haarlem NL',Adult
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,3.195505,0.293317,'Cipla Goa India',Pediatric
FPQ-9365,'Direct Drop',FCA,4/4/12,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,5.499242,0.502828,'ABBVIE Ludwigshafen Germany',Pediatric
